year,DH_GEOGRAPHY_NAME,percent_inhouse_activity,life_expectancy_Female,population_over_80,total_population,total_activity,treatment_year,g,treated,post,rel_year
2012,REDCAR AND CLEVELAND,0,6.84,7019,122238,30955,NA,0,0,0,NA
2012,STOCKTON ON TEES,2.211442431159937,6.79,8132,29826,35045,NA,0,0,0,NA
2012,DURHAM,4.4422081656124215,6.29,6933,6933,104340,2016,2016,0,0,-4
2012,DARLINGTON,0,6.53,5236,105557,25255,2005,2005,1,1,7
2012,BARNSLEY,0,6.33,9306,21889,49520,2012,2012,1,1,0
2012,ROTHERHAM,9.917727938690408,6.56,10187,16883,44365,NA,0,0,0,NA
2012,SHEFFIELD,5.838739573679333,6.69,7150,7150,64740,2014,2014,0,0,-2
2012,BRADFORD,25.897888804777523,6.56,11556,11556,59445,NA,0,0,0,NA
2012,CALDERDALE,5.869608036241876,6.84,7875,23686,25385,NA,0,0,0,NA
2012,KIRKLEES,8.659450457951708,6.47,10553,11493,48040,NA,0,0,0,NA
2012,LEEDS,24.861758646861105,6.59,4480,4480,92230,NA,0,0,0,NA
2012,WAKEFIELD,8.449720670391061,6.61,11672,14449,50120,NA,0,0,0,NA
2012,EAST RIDING OF YORKSHIRE,4.453923844175397,6.39,11158,11158,79705,NA,0,0,0,NA
2012,KINGSTON UPON HULL,4.985693848354793,6.3,9104,28563,69900,NA,0,0,0,NA
2012,NORTH EAST LINCOLNSHIRE,6.7217883938141165,6.61,7992,94494,32655,2013,2013,0,0,-1
2012,NORTH LINCOLNSHIRE,6.786315199102636,7.21,7235,79592,35660,2015,2015,0,0,-3
2012,NORTH YORKSHIRE,26.830367199819776,6.78,2947,2947,66585,NA,0,0,0,NA
2012,YORK,48.989331836047164,6.99,8734,44673,17810,2022,2022,0,0,-10
2012,BOLTON,13.72475222682223,6.25,9892,17847,39855,2016,2016,0,0,-4
2012,BURY,13.574403634986748,6.22,7774,33126,26410,NA,0,0,0,NA
2012,MANCHESTER,0.6106153123532174,6.57,11830,18789,53225,NA,0,0,0,NA
2012,OLDHAM,7.138320843388797,6.49,7482,24962,39365,2015,2015,0,0,-3
2012,SALFORD,3.4487840825350036,6.7,8111,29295,33925,2015,2015,0,0,-3
2012,STOCKPORT,0,6.78,11012,13652,43185,NA,0,0,0,NA
2012,TRAFFORD,9.343098091433644,7.19,9704,30024,22530,2015,2015,0,0,-3
2012,WIGAN,3.314173902409197,6.23,10752,14113,40885,NA,0,0,0,NA
2012,KNOWSLEY,0,6.57,6271,101691,22840,2002,2002,1,1,10
2012,LIVERPOOL,4.998390212491951,6.39,11102,11102,62120,NA,0,0,0,NA
2012,SEFTON,0,7.04,10309,11196,48850,2008,2008,1,1,4
2012,ST HELENS,9.594504764015067,6.45,7893,52859,22565,NA,0,0,0,NA
2012,WIRRAL,1.7607930089996087,6.72,10216,11141,38335,2017,2017,0,0,-5
2012,HALTON,7.57326308857425,6.25,4680,124574,15185,NA,0,0,0,NA
2012,WARRINGTON,7.6282628262826275,6.37,7173,24748,22220,2016,2016,0,0,-4
2012,LANCASHIRE,11.45728888997579,6.62,NA,NA,204455,NA,0,0,0,NA
2012,BLACKBURN WITH DARWEN,13.601823708206688,6.5,5131,75966,26320,2016,2016,0,0,-4
2012,BLACKPOOL,3.423471426668443,6.51,6714,115659,37535,2015,2015,0,0,-3
2012,WARWICKSHIRE,23.213259245066105,7.15,NA,NA,52190,2014,2014,0,0,-2
2012,BIRMINGHAM,10.555167410114473,7.03,2281,2281,93035,NA,0,0,0,NA
2012,DUDLEY,9.408394844111491,6.78,10870,12732,45385,2018,2018,0,0,-6
2012,SANDWELL,7.561436672967864,6.95,11602,17607,37030,NA,0,0,0,NA
2012,SOLIHULL,7.331296861982782,8.06,10535,28953,18005,NA,0,0,0,NA
2012,WALSALL,0,7.01,11132,18133,26070,NA,0,0,0,NA
2012,WOLVERHAMPTON,17.686992362710633,6.67,10846,25540,41245,NA,0,0,0,NA
2012,STAFFORDSHIRE,10.05414253336691,6.71,NA,NA,79420,NA,0,0,0,NA
2012,STOKE ON TRENT,13.884251530328326,6.68,9431,24253,35940,NA,0,0,0,NA
2012,HEREFORDSHIRE,0,7.03,9923,72438,22080,2010,2010,1,1,2
2012,WORCESTERSHIRE,5.581876130588337,6.94,NA,NA,58045,NA,0,0,0,NA
2012,SHROPSHIRE,6.046511627906977,7.08,12375,13352,43000,2017,2017,0,0,-5
2012,TELFORD AND WREKIN,1.1227816008692504,6.55,5886,47383,13805,NA,0,0,0,NA
2012,LINCOLNSHIRE,4.308697037273017,6.85,NA,NA,125560,2013,2013,0,0,-1
2012,DERBYSHIRE,27.549260440077354,6.71,NA,NA,95665,NA,0,0,0,NA
2012,DERBY,33.94760889430399,7.09,10173,28246,32830,2021,2021,0,0,-9
2012,LEICESTERSHIRE,18.9358372456964,7.21,NA,NA,76680,2021,2021,0,0,-9
2012,LEICESTER,19.46489936180658,6.97,9798,26733,40740,2018,2018,0,0,-6
2012,RUTLAND,0,7.26,2244,37114,4965,2007,2007,1,1,5
2012,NOTTINGHAMSHIRE,17.391304347826086,6.73,NA,NA,126270,2021,2021,0,0,-9
2012,NOTTINGHAM,15.846806558880862,7.31,9721,32287,43605,NA,0,0,0,NA
2012,HERTFORDSHIRE,0,7.09,NA,NA,127845,2002,2002,1,1,10
2012,NORFOLK,0,7.1,NA,NA,163525,2012,2012,1,1,0
2012,OXFORDSHIRE,0,7.18,NA,NA,40605,2006,2006,1,1,6
2012,SUFFOLK,21.698825051201897,7.12,NA,NA,92770,2014,2014,0,0,-2
2012,LUTON,11.681803946132165,6.82,6451,39209,15965,2013,2013,0,0,-1
2012,BUCKINGHAMSHIRE,0,7.28,7078,7078,33305,2004,2004,1,1,8
2012,MILTON KEYNES,7.599451303155007,6.69,7438,24742,18225,2013,2013,0,0,-1
2012,BRACKNELL FOREST,39.75,7.57,3915,115100,8000,2018,2018,0,0,-6
2012,WEST BERKSHIRE,46.426761277242775,7.21,6526,84966,9865,NA,0,0,0,NA
2012,READING,22.659511031604055,6.85,5435,65198,8385,NA,0,0,0,NA
2012,SLOUGH,0,7.16,3639,68715,7395,NA,0,0,0,NA
2012,WINDSOR AND MAIDENHEAD,0.6747638326585695,7.13,7271,102407,7410,NA,0,0,0,NA
2012,WOKINGHAM,30.526315789473685,6.93,6474,79385,9025,NA,0,0,0,NA
2012,ESSEX,0.13636037415372837,6.88,NA,NA,209005,2020,2020,0,0,-8
2012,SOUTHEND ON SEA,9.521198830409357,6.89,8457,58100,27360,2018,2018,0,0,-6
2012,CAMBRIDGESHIRE,0,7.38,NA,NA,56300,NA,0,0,0,NA
2012,PETERBOROUGH,14.518364518364518,6.82,7376,39614,14430,2014,2014,0,0,-2
2012,CAMDEN,39.00384985563041,9.02,6698,53667,20780,2017,2017,0,0,-5
2012,GREENWICH,0,7.39,6385,30335,17270,NA,0,0,0,NA
2012,HAMMERSMITH AND FULHAM,0,7.19,4302,58177,5440,NA,0,0,0,NA
2012,ISLINGTON,0,7.36,4685,55442,15155,NA,0,0,0,NA
2012,KENSINGTON AND CHELSEA,27.339642481598318,8.57,4987,74367,9510,2016,2016,0,0,-4
2012,LAMBETH,0,7.29,6287,32788,20315,2004,2004,1,1,8
2012,LEWISHAM,0,7.3,7433,34253,16765,2003,2003,1,1,9
2012,SOUTHWARK,0,7.96,6149,32634,17825,2002,2002,1,1,10
2012,TOWER HAMLETS,0,7.23,4268,34545,14355,2004,2004,1,1,8
2012,WANDSWORTH,0,6.88,6430,28414,16900,NA,0,0,0,NA
2012,WESTMINSTER,17.56793112725316,8.31,6571,54750,18585,2016,2016,0,0,-4
2012,BARKING AND DAGENHAM,8.573596358118362,7.13,6150,36023,19770,NA,0,0,0,NA
2012,BARNET,0,7.27,12762,23465,30190,NA,0,0,0,NA
2012,BEXLEY,0,7.33,9895,28868,19070,2002,2002,1,1,10
2012,BRENT,4.441498176997017,7.79,8495,28282,15085,NA,0,0,0,NA
2012,CROYDON,6.958657388456816,7.28,11107,21755,24430,NA,0,0,0,NA
2012,EALING,0,7.48,8608,25889,16165,NA,0,0,0,NA
2012,ENFIELD,15.316901408450704,7.39,9679,24519,22720,NA,0,0,0,NA
2012,HARINGEY,21.503680336487907,8.02,5479,32134,19020,2014,2014,0,0,-2
2012,HARROW,3.2136752136752134,8.33,8480,27893,14625,NA,0,0,0,NA
2012,HAVERING,0,7.2,11908,23542,17685,2011,2011,1,1,1
2012,HILLINGDON,2.7526705012325388,7.4,8922,28360,24340,NA,0,0,0,NA
2012,HOUNSLOW,42.17650243638332,7.42,7144,25654,9235,NA,0,0,0,NA
2012,KINGSTON UPON THAMES,41.1214953271028,7.16,6417,65484,9630,NA,0,0,0,NA
2012,NEWHAM,0,7.04,5196,29610,13790,2012,2012,1,1,0
2012,REDBRIDGE,0,7.24,8857,28429,17725,2011,2011,1,1,1
2012,RICHMOND UPON THAMES,2.2491967154587647,8.09,6713,56100,14005,NA,0,0,0,NA
2012,SUTTON,2.8443722064201546,7.38,7198,42898,12305,2013,2013,0,0,-1
2012,WALTHAM FOREST,35.160796324655436,7.72,7248,33760,16325,NA,0,0,0,NA
2012,ISLE OF WIGHT,5.663026521060843,6.91,8592,111502,32050,NA,0,0,0,NA
2012,SURREY,9.82504071875164,7.1,NA,NA,95165,NA,0,0,0,NA
2012,DORSET,24.187224309753308,7.36,5346,5346,61210,2017,2017,0,0,-5
2012,HAMPSHIRE,22.601791530944627,7.1,NA,NA,122800,NA,0,0,0,NA
2012,PORTSMOUTH,38.59060402684564,6.95,7252,44635,16390,NA,0,0,0,NA
2012,SOUTHAMPTON,22.674418604651162,7.05,8382,28129,23220,NA,0,0,0,NA
2012,EAST SUSSEX,4.332154987176821,7.25,NA,NA,72135,NA,0,0,0,NA
2012,BRIGHTON AND HOVE,12.524461839530332,7.33,9781,27970,30660,NA,0,0,0,NA
2012,WILTSHIRE,0.22033364809568773,7.04,7497,7497,47655,2013,2013,0,0,-1
2012,KENT,9.450963956412405,6.93,NA,NA,190880,NA,0,0,0,NA
2012,MEDWAY,19.71736204576043,6.71,8411,23808,22290,2014,2014,0,0,-2
2012,GLOUCESTERSHIRE,4.6953696181965885,7.06,NA,NA,61550,NA,0,0,0,NA
2012,BATH AND NORTH EAST SOMERSET,13.092105263157894,7.03,8814,84709,15200,NA,0,0,0,NA
2012,BRISTOL,35.94533600802407,7.17,11885,15475,39880,NA,0,0,0,NA
2012,SOUTH GLOUCESTERSHIRE,22.864828513786147,7.06,10657,20551,22305,NA,0,0,0,NA
2012,DEVON,20.460058214747736,7.12,NA,NA,123680,NA,0,0,0,NA
2012,PLYMOUTH,9.009206488382288,6.64,10328,24120,22810,2016,2016,0,0,-4
2012,TORBAY,0,6.59,8274,123806,26685,NA,0,0,0,NA
2013,BARKING AND DAGENHAM,12.199372603694666,6.98,6039,34513,14345,NA,0,0,0,NA
2013,BARNET,0,7.32,12916,23583,29875,NA,0,0,0,NA
2013,BARNSLEY,0,6.36,9469,24147,38005,2012,2012,1,1,1
2013,BATH AND NORTH EAST SOMERSET,0,7.02,8862,85740,14970,NA,0,0,0,NA
2013,BEXLEY,0,7.32,9967,27069,18040,2002,2002,1,1,11
2013,BIRMINGHAM,8.762207834961044,7.07,2287,2287,91130,NA,0,0,0,NA
2013,BLACKBURN WITH DARWEN,13.47073978652926,6.31,5122,75491,27170,2016,2016,0,0,-3
2013,BLACKPOOL,3.844041735310269,6.47,6640,115806,36420,2015,2015,0,0,-2
2013,BOLTON,11.295764088466825,6.38,9893,19108,40015,2016,2016,0,0,-3
2013,BRACKNELL FOREST,32.75737940964723,7.87,3974,116552,6945,2018,2018,0,0,-5
2013,BRADFORD,18.572756857275685,6.51,11566,11566,64530,NA,0,0,0,NA
2013,BRENT,0,7.97,8804,27690,16230,NA,0,0,0,NA
2013,BRIGHTON AND HOVE,11.770726714431934,7.36,9784,28063,29310,NA,0,0,0,NA
2013,BRISTOL,31.711686879823592,7.2,12808,16383,36280,NA,0,0,0,NA
2013,BUCKINGHAMSHIRE,0,7.31,5280,5280,33900,2004,2004,1,1,9
2013,BURY,6.151565684639614,6.34,7814,33425,26985,NA,0,0,0,NA
2013,CALDERDALE,4.798031576789009,6.77,7852,25091,24385,NA,0,0,0,NA
2013,CAMBRIDGESHIRE,0,7.32,NA,NA,55935,NA,0,0,0,NA
2013,CAMDEN,41.924869755963805,9.25,6715,49117,18235,2017,2017,0,0,-4
2013,CROYDON,0,7.26,11191,20948,22085,NA,0,0,0,NA
2013,DARLINGTON,0,6.28,5295,105591,25315,2005,2005,1,1,8
2013,DERBY,34.72107948000659,7.2,10200,26463,30385,2021,2021,0,0,-8
2013,DERBYSHIRE,26.156500652863272,6.64,NA,NA,107220,NA,0,0,0,NA
2013,DEVON,18.22572135871109,7.15,NA,NA,123205,NA,0,0,0,NA
2013,DORSET,25.645084692100678,7.36,5378,5378,63170,2017,2017,0,0,-4
2013,DUDLEY,7.958553791887126,6.71,11110,11982,45360,2018,2018,0,0,-5
2013,DURHAM,4.230991895021227,6.34,7156,7156,103640,2016,2016,0,0,-3
2013,EALING,0,7.35,8735,26180,17400,NA,0,0,0,NA
2013,EAST RIDING OF YORKSHIRE,3.86508301069624,6.49,11297,11297,76195,NA,0,0,0,NA
2013,EAST SUSSEX,3.637259040382721,7.31,NA,NA,71070,NA,0,0,0,NA
2013,ENFIELD,16.614629794826048,7.14,9880,22915,22420,NA,0,0,0,NA
2013,ESSEX,0.1622158196741157,6.88,NA,NA,206515,2020,2020,0,0,-7
2013,GATESHEAD,10.573333333333332,6.34,8698,32301,37500,NA,0,0,0,NA
2013,GLOUCESTERSHIRE,6.128688233202986,6.92,NA,NA,70325,NA,0,0,0,NA
2013,GREENWICH,0,7.08,6315,30747,16040,NA,0,0,0,NA
2013,HALTON,7.416563658838071,5.88,4696,124873,16180,NA,0,0,0,NA
2013,HAMMERSMITH AND FULHAM,0,7.25,4318,57297,5255,NA,0,0,0,NA
2013,HAMPSHIRE,19.233889909040442,7.17,NA,NA,117085,NA,0,0,0,NA
2013,HARINGEY,5.120798319327731,8.03,5630,30806,19040,2014,2014,0,0,-1
2013,HARROW,3.623693379790941,8.25,8710,26466,14350,NA,0,0,0,NA
2013,HARTLEPOOL,0,6.75,4441,92465,19490,2006,2006,1,1,7
2013,HAVERING,0,7.21,11971,24632,18165,2011,2011,1,1,2
2013,HEREFORDSHIRE,0,7,10024,68899,21445,2010,2010,1,1,3
2013,HERTFORDSHIRE,0,7.11,NA,NA,129290,2002,2002,1,1,11
2013,HILLINGDON,3.4465408805031448,7.32,9121,27719,19875,NA,0,0,0,NA
2013,HOUNSLOW,45.24979524979525,7.53,7318,25360,12210,NA,0,0,0,NA
2013,ISLE OF WIGHT,6.030077383559643,6.94,8490,110945,34245,NA,0,0,0,NA
2013,ISLINGTON,0,7.51,4723,53333,16315,NA,0,0,0,NA
2013,KENSINGTON AND CHELSEA,21.098687408847834,8.63,4985,73673,10285,2016,2016,0,0,-3
2013,KENT,8.050994991563329,6.99,NA,NA,186685,NA,0,0,0,NA
2013,KINGSTON UPON HULL,4.694524283292799,6.18,9100,27711,67845,NA,0,0,0,NA
2013,KINGSTON UPON THAMES,50,7.21,6300,62437,10770,NA,0,0,0,NA
2013,KIRKLEES,8.319203052140738,6.47,10668,11623,47180,NA,0,0,0,NA
2013,KNOWSLEY,0,6.43,6385,104946,23390,2002,2002,1,1,11
2013,LAMBETH,0,7.53,6271,31181,20645,2004,2004,1,1,9
2013,LANCASHIRE,11.470333209463645,6.61,NA,NA,201825,NA,0,0,0,NA
2013,LEEDS,20.52049872053139,6.59,4589,4589,91835,NA,0,0,0,NA
2013,LEICESTER,20.17718991764412,6.82,9758,26790,40070,2018,2018,0,0,-5
2013,LEICESTERSHIRE,9.50918282459845,7.19,NA,NA,78135,2021,2021,0,0,-8
2013,LEWISHAM,0,7.37,7365,33395,16525,2003,2003,1,1,10
2013,LINCOLNSHIRE,0,6.95,NA,NA,122730,2013,2013,1,1,0
2013,LIVERPOOL,0,6.49,10203,10203,62390,NA,0,0,0,NA
2013,LUTON,0,6.96,6610,37830,15800,2013,2013,1,1,0
2013,MANCHESTER,0,6.5,11732,17638,53010,NA,0,0,0,NA
2013,MEDWAY,17.101518026565465,6.7,8565,23292,21080,2014,2014,0,0,-1
2013,MIDDLESBROUGH,2.5890953396283884,6.12,5822,110276,32830,NA,0,0,0,NA
2013,MILTON KEYNES,0,6.66,6609,23649,17740,2013,2013,1,1,0
2013,NEWCASTLE UPON TYNE,6.295754026354319,6.78,10232,26985,37565,2015,2015,0,0,-2
2013,NEWHAM,0,6.87,5185,28089,14045,2012,2012,1,1,1
2013,NORFOLK,0,7.1,NA,NA,164900,2012,2012,1,1,1
2013,NORTH EAST LINCOLNSHIRE,0,6.85,8108,97661,32485,2013,2013,1,1,0
2013,NORTH LINCOLNSHIRE,4.769083184870495,7.21,7321,80173,36485,2015,2015,0,0,-2
2013,NORTH TYNESIDE,4.2228064410121595,6.68,9196,29374,30430,2015,2015,0,0,-2
2013,NORTH YORKSHIRE,29.625459731291752,6.84,2895,2895,66615,NA,0,0,0,NA
2013,NORTHUMBERLAND,1.503457953292573,6.73,11006,11006,49885,NA,0,0,0,NA
2013,NOTTINGHAM,10.207479508196721,7.15,9634,30326,39040,NA,0,0,0,NA
2013,NOTTINGHAMSHIRE,7.453313501900512,6.75,NA,NA,121020,2021,2021,0,0,-8
2013,OLDHAM,3.649191095973726,6.51,7465,24429,41105,2015,2015,0,0,-2
2013,OXFORDSHIRE,0,7.03,NA,NA,40170,2006,2006,1,1,7
2013,PETERBOROUGH,16.041443372633083,6.56,7461,39439,13995,2014,2014,0,0,-1
2013,PLYMOUTH,4.201450663747091,6.68,10383,23291,36535,2016,2016,0,0,-3
2013,PORTSMOUTH,37.5,7.11,7141,42996,16160,NA,0,0,0,NA
2013,READING,16.53150343106675,6.91,5443,61561,8015,NA,0,0,0,NA
2013,REDBRIDGE,0,7.3,8812,28768,16835,2011,2011,1,1,2
2013,REDCAR AND CLEVELAND,0,6.92,7030,122138,31310,NA,0,0,0,NA
2013,RICHMOND UPON THAMES,2.3085379259802123,8.12,6662,52720,13645,NA,0,0,0,NA
2013,ROTHERHAM,9.622823984526113,6.5,10301,16270,41360,NA,0,0,0,NA
2013,RUTLAND,0,7.83,2320,37833,4350,2007,2007,1,1,6
2013,SALFORD,3.454332552693208,6.58,8049,28479,34160,2015,2015,0,0,-2
2013,SANDWELL,2.1436683702441792,6.94,11642,18752,35220,NA,0,0,0,NA
2013,SEFTON,0,6.97,10470,11421,52065,2008,2008,1,1,5
2013,SHEFFIELD,1.3754173954523772,6.61,6286,6286,62890,2014,2014,0,0,-1
2013,SHROPSHIRE,0.7956240676280457,7.19,11506,11506,40220,2017,2017,0,0,-4
2013,SLOUGH,0,7.25,3668,67751,7965,NA,0,0,0,NA
2013,SOLIHULL,5.844155844155844,7.63,10587,27377,18480,NA,0,0,0,NA
2013,SOUTH GLOUCESTERSHIRE,16.022346368715084,7.37,11100,19055,22375,NA,0,0,0,NA
2013,SOUTH TYNESIDE,6.372625961387538,7.05,7975,109394,31855,2017,2017,0,0,-4
2013,SOUTHAMPTON,22.025611175785798,7.3,8307,28441,21475,NA,0,0,0,NA
2013,SOUTHEND ON SEA,8.786752281176073,6.95,8452,57677,29590,2018,2018,0,0,-5
2013,SOUTHWARK,0,7.78,6079,31034,17990,2002,2002,1,1,11
2013,ST HELENS,8.420831583368333,6.56,8002,51182,23810,NA,0,0,0,NA
2013,STAFFORDSHIRE,9.843343692522357,6.6,NA,NA,78835,NA,0,0,0,NA
2013,STOCKPORT,0,6.69,12217,15907,42140,NA,0,0,0,NA
2013,STOCKTON ON TEES,1.4177428411005053,6.74,8295,28467,35620,NA,0,0,0,NA
2013,STOKE ON TRENT,10.614208887630909,6.58,9376,24370,35330,NA,0,0,0,NA
2013,SUFFOLK,15.43920947753453,7.23,NA,NA,91585,2014,2014,0,0,-1
2013,SUNDERLAND,4.458022176963114,6.03,11434,16805,44190,2015,2015,0,0,-2
2013,SURREY,10.487137938019039,7.06,NA,NA,98740,NA,0,0,0,NA
2013,SUTTON,0,7.03,7308,41567,9690,2013,2013,1,1,0
2013,TELFORD AND WREKIN,0.6979062811565304,6.69,6050,50327,15045,NA,0,0,0,NA
2013,TORBAY,0,6.69,8257,122820,25215,NA,0,0,0,NA
2013,TOWER HAMLETS,0,7.09,4298,32443,14410,2004,2004,1,1,9
2013,TRAFFORD,8.748255002326664,7.31,9736,29296,21490,2015,2015,0,0,-2
2013,WAKEFIELD,8.574544012688342,6.71,11828,14621,50440,NA,0,0,0,NA
2013,WALSALL,0,6.91,11321,16459,24665,NA,0,0,0,NA
2013,WALTHAM FOREST,30.664395229982965,7.68,6286,32066,14675,NA,0,0,0,NA
2013,WANDSWORTH,0,7.06,6425,28794,16310,NA,0,0,0,NA
2013,WARRINGTON,7.268827454718779,6.21,7261,25329,20980,2016,2016,0,0,-3
2013,WARWICKSHIRE,15.438568203805225,7.14,NA,NA,62020,2014,2014,0,0,-1
2013,WEST BERKSHIRE,46.68989547038328,7.08,6611,83311,10045,NA,0,0,0,NA
2013,WESTMINSTER,20.198440822111976,8.27,6689,55852,14110,2016,2016,0,0,-3
2013,WIGAN,3.355465971069481,6.43,10831,14408,42170,NA,0,0,0,NA
2013,WILTSHIRE,0,6.99,6573,6573,45220,2013,2013,1,1,0
2013,WINDSOR AND MAIDENHEAD,1.3299556681443951,7.23,6368,98957,7895,NA,0,0,0,NA
2013,WIRRAL,0.9969712266532054,6.67,10307,12235,39620,2017,2017,0,0,-4
2013,WOKINGHAM,0,7.04,6682,75934,8415,NA,0,0,0,NA
2013,WOLVERHAMPTON,18.686388926584343,6.75,10898,26634,36845,NA,0,0,0,NA
2013,WORCESTERSHIRE,4.936566842150686,6.97,NA,NA,57935,NA,0,0,0,NA
2013,YORK,44.622093023255815,6.9,8793,43188,17200,2022,2022,0,0,-9
2014,BARKING AND DAGENHAM,12.647262647262647,6.81,5959,32988,14430,NA,0,0,0,NA
2014,BARNET,0,7.3,12058,20799,29540,NA,0,0,0,NA
2014,BARNSLEY,0,6.34,9669,23485,38645,2012,2012,1,1,2
2014,BATH AND NORTH EAST SOMERSET,0,6.84,8788,79428,15210,NA,0,0,0,NA
2014,BEXLEY,0,7.19,10149,25429,17990,2002,2002,1,1,12
2014,BIRMINGHAM,7.314974182444062,6.99,2411,2411,92960,NA,0,0,0,NA
2014,BLACKBURN WITH DARWEN,8.477412158393753,6.39,5138,74152,26895,2016,2016,0,0,-2
2014,BLACKPOOL,4.647907041859163,6.3,6634,113391,35715,2015,2015,0,0,-1
2014,BOLTON,10.117078136930518,6.43,9952,19444,39290,2016,2016,0,0,-2
2014,BRACKNELL FOREST,31.29890453834116,7.96,4110,116964,6390,2018,2018,0,0,-4
2014,BRADFORD,16.689488521949254,6.44,8692,8692,62075,NA,0,0,0,NA
2014,BRENT,0,8.11,9108,27211,15400,NA,0,0,0,NA
2014,BRIGHTON AND HOVE,14.075907590759076,7.12,9724,26342,30300,NA,0,0,0,NA
2014,BRISTOL,19.956916448684414,7.1,11760,14400,32495,NA,0,0,0,NA
2014,BUCKINGHAMSHIRE,0,7.23,6472,6472,33505,2004,2004,1,1,10
2014,BURY,4.569548528605374,6.29,6968,32948,27355,NA,0,0,0,NA
2014,CALDERDALE,4.8859233749461906,6.84,8053,24640,23230,NA,0,0,0,NA
2014,CAMBRIDGESHIRE,0,7.25,NA,NA,53705,NA,0,0,0,NA
2014,CAMDEN,21.202185792349727,8.74,6704,46575,18300,2017,2017,0,0,-3
2014,CROYDON,0,7.07,11519,20296,18985,NA,0,0,0,NA
2014,DARLINGTON,0,6.35,5398,105825,25415,2005,2005,1,1,9
2014,DERBY,35.93593593593594,7.1,10327,25787,29970,2021,2021,0,0,-7
2014,DERBYSHIRE,27.588519313304722,6.45,NA,NA,111840,NA,0,0,0,NA
2014,DEVON,15.691275167785236,7.13,NA,NA,111750,NA,0,0,0,NA
2014,DORSET,25.07034822370735,7.25,5499,5499,56860,2017,2017,0,0,-3
2014,DUDLEY,7.47239976757699,6.68,10386,11370,43025,2018,2018,0,0,-4
2014,DURHAM,3.9148281169830685,6.26,6347,6347,97450,2016,2016,0,0,-2
2014,EALING,0,7.34,9048,26620,17980,NA,0,0,0,NA
2014,EAST RIDING OF YORKSHIRE,2.1867407150295035,6.53,9685,9685,72025,NA,0,0,0,NA
2014,EAST SUSSEX,4.463495951554739,7.2,NA,NA,73485,NA,0,0,0,NA
2014,ENFIELD,16.139307708643024,7.08,10058,23327,23545,NA,0,0,0,NA
2014,ESSEX,0.17911473157326527,6.83,NA,NA,203780,2020,2020,0,0,-6
2014,GATESHEAD,10.548239720505242,6.2,8901,30693,37210,NA,0,0,0,NA
2014,GLOUCESTERSHIRE,0.8460092291915913,6.83,NA,NA,58510,NA,0,0,0,NA
2014,GREENWICH,0,6.87,6283,30240,16860,NA,0,0,0,NA
2014,HALTON,6.501698204754973,5.9,4816,125309,20610,NA,0,0,0,NA
2014,HAMMERSMITH AND FULHAM,0,7.24,4349,57317,5125,NA,0,0,0,NA
2014,HAMPSHIRE,19.213290984607866,7.18,NA,NA,102325,NA,0,0,0,NA
2014,HARINGEY,0,8.02,5865,29581,19325,2014,2014,1,1,0
2014,HARROW,3.7764350453172204,8.29,8989,26069,13240,NA,0,0,0,NA
2014,HARTLEPOOL,0,6.68,4595,92358,17925,2006,2006,1,1,8
2014,HAVERING,0,7.1,12075,24840,21910,2011,2011,1,1,3
2014,HEREFORDSHIRE,0,6.82,10239,68632,21030,2010,2010,1,1,4
2014,HERTFORDSHIRE,0,6.99,NA,NA,127580,2002,2002,1,1,12
2014,HILLINGDON,3.3785734911926073,7.09,9323,27143,17315,NA,0,0,0,NA
2014,HOUNSLOW,43.02232854864434,7.52,7459,24112,12540,NA,0,0,0,NA
2014,ISLE OF WIGHT,6.818851251840942,7,8549,108414,33950,NA,0,0,0,NA
2014,ISLINGTON,0,7.21,4824,50044,15530,NA,0,0,0,NA
2014,KENSINGTON AND CHELSEA,18.881453154875715,8.69,4946,70889,10460,2016,2016,0,0,-2
2014,KENT,8.112046632124352,6.92,NA,NA,185280,NA,0,0,0,NA
2014,KINGSTON UPON HULL,3.92533415271163,6.01,9131,26774,65090,NA,0,0,0,NA
2014,KINGSTON UPON THAMES,32.97362110311751,7.13,6398,58542,8340,NA,0,0,0,NA
2014,KIRKLEES,10.275205761316872,6.5,9962,9962,38880,NA,0,0,0,NA
2014,KNOWSLEY,0,6.31,6476,105008,24750,2002,2002,1,1,12
2014,LAMBETH,0,7.55,6348,29712,24220,2004,2004,1,1,10
2014,LANCASHIRE,11.715470840946127,6.62,NA,NA,202510,NA,0,0,0,NA
2014,LEEDS,19.400362729539786,6.5,3696,3696,88220,NA,0,0,0,NA
2014,LEICESTER,20.3987915407855,6.77,9757,24928,41375,2018,2018,0,0,-4
2014,LEICESTERSHIRE,1.5609327983951855,7.13,NA,NA,79760,2021,2021,0,0,-7
2014,LEWISHAM,0,7.24,7372,32594,17050,2003,2003,1,1,11
2014,LINCOLNSHIRE,0,6.76,NA,NA,120105,2013,2013,1,1,1
2014,LIVERPOOL,0,6.35,9441,9441,56465,NA,0,0,0,NA
2014,LUTON,0,6.97,6894,36510,16215,2013,2013,1,1,1
2014,MANCHESTER,0,6.46,11562,18614,50620,NA,0,0,0,NA
2014,MEDWAY,0,6.73,8800,21891,21765,2014,2014,1,1,0
2014,MIDDLESBROUGH,2.0534500981428354,5.98,5951,111742,33115,NA,0,0,0,NA
2014,MILTON KEYNES,0,6.64,6718,22543,18460,2013,2013,1,1,1
