year,DH_GEOGRAPHY_NAME,percent_inhouse_activity,life_expectancy_Female,population_over_80,total_population,total_activity,treatment_year,g,treated,post,rel_year
2006,NEWHAM,13.274149228492918,6.33,5025,257994,18924,2012,2012,0,0,-6
2006,REDBRIDGE,7.546579688128323,6.65,9527,255590,22381,2011,2011,0,0,-5
2006,RICHMOND UPON THAMES,0,7.44,7337,182520,14457,NA,0,0,0,NA
2006,SUTTON,25.883732618529066,6.71,7660,182882,17907,2013,2013,0,0,-7
2006,WALTHAM FOREST,53.55807218207086,6.76,6899,230731,26552.3,NA,0,0,0,NA
2007,BARNSLEY,4.414538518597012,6.18,9502,225989,47185,2012,2012,0,0,-5
2007,BIRMINGHAM,33.61224246348903,6.83,39194,1029021,117362,NA,0,0,0,NA
2007,BOLTON,21.237751799966283,6.15,10754,268319,43775.82,2016,2016,0,0,-9
2007,BRADFORD,24.84257566524477,6.19,19105,501357,73845,NA,0,0,0,NA
2007,BURY,24.137503102506823,6.12,7412,182713,32232,NA,0,0,0,NA
2007,CALDERDALE,8.97814956371241,6.81,8591,199275,27734,NA,0,0,0,NA
2007,DUDLEY,22.181375168315988,6.4,13734,308686,46787,2018,2018,0,0,-11
2007,GATESHEAD,9.109156696511105,6.56,8814,194934,37863,NA,0,0,0,NA
2007,KIRKLEES,15.116174594332332,6.04,16200,407974,55649,NA,0,0,0,NA
2007,KNOWSLEY,0,5.89,5066,148188,22175,2002,2002,1,1,5
2007,LEEDS,36.13066832159901,6.81,30381,738560,93458,NA,0,0,0,NA
2007,LIVERPOOL,4.249462729861634,5.92,16386,453582,94459,NA,0,0,0,NA
2007,MANCHESTER,1.9033117624666922,6.4,14289,470538,68302,NA,0,0,0,NA
2007,NEWCASTLE UPON TYNE,7.094865314676693,6.45,11532,271577,48669,2015,2015,0,0,-8
2007,NORTH TYNESIDE,4.966887417218543,6.24,9670,196470,39260,2015,2015,0,0,-8
2007,OLDHAM,8.331204866835396,6.22,8525,220723,43067,2015,2015,0,0,-8
2007,ROTHERHAM,19.26871735345328,6.27,10924,254180,44798,NA,0,0,0,NA
2007,SALFORD,9.118679493019641,6.07,9348,223468,37319,2015,2015,0,0,-8
2007,SANDWELL,26.402869374059932,6.26,12567,294603,43215,NA,0,0,0,NA
2007,SEFTON,3.117043284532145,6.52,14966,275085,50272,2008,2008,0,0,-1
2007,SHEFFIELD,10.422794340147911,6.52,23871,529905,82617,2014,2014,0,0,-7
2007,SOLIHULL,7.114603660144507,7.43,10095,203170,18961,NA,0,0,0,NA
2007,SOUTH TYNESIDE,17.488463882520243,6.57,7442,148642,34457,2017,2017,0,0,-10
2007,ST HELENS,24.743343627410066,6.25,7097,174970,23962,NA,0,0,0,NA
2007,STOCKPORT,0,6.82,13332,280953,42973,NA,0,0,0,NA
2007,SUNDERLAND,9.158930303450187,5.96,10979,277834,57736,2015,2015,0,0,-8
2007,TRAFFORD,32.605646466462865,6.63,9800,219359,27805,2015,2015,0,0,-8
2007,WAKEFIELD,15.524959878368104,6.36,13569,321650,59195,NA,0,0,0,NA
2007,WALSALL,33.24358481235233,6.73,10796,260939,36398,NA,0,0,0,NA
2007,WIGAN,3.3647081655426714,5.77,11222,309403,41222,NA,0,0,0,NA
2007,WIRRAL,13.54900218846829,6.51,16629,315670,46151,2017,2017,0,0,-10
2007,WOLVERHAMPTON,26.440990663610442,6.36,11231,243910,35774,NA,0,0,0,NA
2007,BUCKINGHAMSHIRE,0,7.01,NA,NA,36079,2004,2004,1,1,3
2007,CAMBRIDGESHIRE,0,6.83,NA,NA,63545,NA,0,0,0,NA
2007,DERBYSHIRE,34.737670229504644,6.4,NA,NA,110586,NA,0,0,0,NA
2007,DEVON,18.534560009558515,6.94,NA,NA,133912,NA,0,0,0,NA
2007,DORSET,25.410343759677918,6.97,NA,NA,58122,2017,2017,0,0,-10
2007,DURHAM,12.662699383168935,6.23,21968,502960,110403,2016,2016,0,0,-9
2007,EAST SUSSEX,12.90367210468669,6.96,NA,NA,86735,NA,0,0,0,NA
2007,ESSEX,0.3646977036734604,6.76,NA,NA,181246,2020,2020,0,0,-13
2007,GLOUCESTERSHIRE,4.338843411671514,6.6,NA,NA,67624.99999999996,NA,0,0,0,NA
2007,HAMPSHIRE,31.91141509955534,6.83,NA,NA,126613,NA,0,0,0,NA
2007,HERTFORDSHIRE,0,6.61,NA,NA,127522,2002,2002,1,1,5
2007,KENT,10.841373687173613,6.57,NA,NA,206044,NA,0,0,0,NA
2007,LANCASHIRE,12.159376378315148,6.22,NA,NA,208588,NA,0,0,0,NA
2007,LEICESTERSHIRE,18.218924853913627,6.68,NA,NA,80603,2021,2021,0,0,-14
2007,LINCOLNSHIRE,3.5100992732191574,6.56,NA,NA,130851,2013,2013,0,0,-6
2007,NORFOLK,21.22016816238711,6.79,NA,NA,176615,2012,2012,0,0,-5
2007,NORTH YORKSHIRE,39.37832425606816,6.66,NA,NA,78401,NA,0,0,0,NA
2007,NORTHUMBERLAND,6.661207108344936,6.36,15569,312960,61055,NA,0,0,0,NA
2007,NOTTINGHAMSHIRE,18.27352013360549,6.39,NA,NA,134725,2021,2021,0,0,-14
2007,OXFORDSHIRE,0,7.15,NA,NA,45093,2006,2006,1,1,1
2007,SHROPSHIRE,5.923851465463796,6.69,15961,297633,46777,2017,2017,0,0,-10
2007,STAFFORDSHIRE,27.902329091856153,6.16,NA,NA,94071,NA,0,0,0,NA
2007,SUFFOLK,28.830012245352332,6.79,NA,NA,89830,2014,2014,0,0,-7
2007,SURREY,13.062455193353856,6.77,NA,NA,94852,NA,0,0,0,NA
2007,WARWICKSHIRE,28.02431059506531,6.44,NA,NA,55120,2014,2014,0,0,-7
2007,WILTSHIRE,0.20800832033281333,6.97,22618,458840,49998,2013,2013,0,0,-6
2007,WORCESTERSHIRE,6.5285523714620926,6.62,NA,NA,62219,NA,0,0,0,NA
2007,BATH AND NORTH EAST SOMERSET,32.74428954774527,6.71,9518,172635,15279,NA,0,0,0,NA
2007,BLACKBURN WITH DARWEN,21.008453744229268,5.97,4904,143942,33358,2016,2016,0,0,-9
2007,BLACKPOOL,10.94254915020104,6.12,7631,143644,40539,2015,2015,0,0,-8
2007,BRACKNELL FOREST,36.19059467529236,7.38,3509,110702,8038,2018,2018,0,0,-11
2007,BRIGHTON AND HOVE,12.850821008501223,7.33,12023,258161,34348,NA,0,0,0,NA
2007,BRISTOL,45.38402015833019,6.7,17450,411901,50401,NA,0,0,0,NA
2007,DARLINGTON,0,6.2,4862,102632,23277,2005,2005,1,1,2
2007,DERBY,42.4678204101743,6.48,10660,239917,32474,2021,2021,0,0,-14
2007,EAST RIDING OF YORKSHIRE,3.5817009670220683,6.55,17239,330865,80660,NA,0,0,0,NA
2007,HALTON,8.470650519489114,5.88,4033,122040,15111,NA,0,0,0,NA
2007,HARTLEPOOL,0,5.9,3637,90969,20430,2006,2006,1,1,1
2007,HEREFORDSHIRE,0.8203034737733961,6.5,10297,179930,25966,2010,2010,0,0,-3
2007,ISLE OF WIGHT,6.000670016750418,6.89,9639,138289,37312.5,NA,0,0,0,NA
2007,KINGSTON UPON HULL,7.547043818529055,6.04,9743,255761,74877,NA,0,0,0,NA
2007,LEICESTER,23.40217324825182,6.3,10559,311303,49051,2018,2018,0,0,-11
2007,LUTON,40.35894778744051,6.06,5576,189742,19820.71,2013,2013,0,0,-6
2007,MEDWAY,24.970563440140968,6.31,8799,255824,20504.1428571429,2014,2014,0,0,-7
2007,MIDDLESBROUGH,5.124501045428626,6.17,5366,138190,26305,NA,0,0,0,NA
2007,MILTON KEYNES,8.914185639229421,6.47,6506,231033,17130,2013,2013,0,0,-6
2007,NORTH EAST LINCOLNSHIRE,3.9545747629730053,6.53,7331,158589,42789.43,2013,2013,0,0,-6
2007,NORTH LINCOLNSHIRE,6.944077731425252,6.65,7342,162801,37874,2015,2015,0,0,-8
2007,NOTTINGHAM,15.071915068011943,6.75,10645,288164,51241,NA,0,0,0,NA
2007,PETERBOROUGH,46.640296161062935,6.2,6336,172443,19719,2014,2014,0,0,-7
2007,PLYMOUTH,13.58688637439229,6.7,11192,251237,46486,2016,2016,0,0,-9
2007,PORTSMOUTH,48.9103814702586,6.96,8544,194907,24091,NA,0,0,0,NA
2007,READING,43.99110509523349,7.05,5281,149678,10343,NA,0,0,0,NA
2007,REDCAR AND CLEVELAND,20.567493570065544,6.25,6315,136940,24106,NA,0,0,0,NA
2007,RUTLAND,0,7.08,1919,37110,3315,2007,2007,1,1,0
2007,SLOUGH,43.746878501140486,7.23,3530,127991,10583.28571428574,NA,0,0,0,NA
2007,SOUTH GLOUCESTERSHIRE,50.24160236926194,6.87,10339,256640,25662,NA,0,0,0,NA
2007,SOUTHAMPTON,28.74253510841208,7.25,9433,227223,29734.428571428572,NA,0,0,0,NA
2007,SOUTHEND ON SEA,6.970198675496689,6.37,9921,165429,36240,2018,2018,0,0,-11
2007,STOCKTON ON TEES,6.614796395818294,6.08,6949,187937,37401,NA,0,0,0,NA
2007,STOKE ON TRENT,48.4721871484653,6.07,10378,243697,43559,NA,0,0,0,NA
2007,TELFORD AND WREKIN,0.33524595448391464,7.06,5343,163368,15511,NA,0,0,0,NA
2007,TORBAY,3.870664391687241,6.71,9697,132172,35006.91,NA,0,0,0,NA
2007,WARRINGTON,13.38212232096184,5.96,7497,196559,22956,2016,2016,0,0,-9
2007,WEST BERKSHIRE,48.333333333333336,6.88,5781,150056,9360,NA,0,0,0,NA
2007,WINDSOR AND MAIDENHEAD,0.5165562913907286,6.57,6117,139743,7550,NA,0,0,0,NA
2007,WOKINGHAM,31.299988062552224,6.67,5169,152144,8377,NA,0,0,0,NA
2007,YORK,53.177808481241364,6.82,9423,189770,18818,2022,2022,0,0,-15
2007,CAMDEN,36.382192846034215,7.22,5969,211520,20576,2017,2017,0,0,-10
2007,GREENWICH,0,6.7,7727,236535,23102,NA,0,0,0,NA
2007,HAMMERSMITH AND FULHAM,0,7.89,4499,176472,8182,NA,0,0,0,NA
2007,ISLINGTON,0,6.74,4392,188636,14308.71,NA,0,0,0,NA
2007,KENSINGTON AND CHELSEA,35.00440528634361,9.4,5367,162883,11350,2016,2016,0,0,-9
2007,LAMBETH,0,6.56,6065,284964,20878,2004,2004,1,1,3
2007,LEWISHAM,0,6.6,7187,261188,18439,2003,2003,1,1,4
2007,SOUTHWARK,0,7.83,6521,272626,21749,2002,2002,1,1,5
2007,TOWER HAMLETS,0,6.09,4053,225251,17728,2004,2004,1,1,3
2007,WANDSWORTH,1.8371776106596678,6.56,7899,291440,19813,NA,0,0,0,NA
2007,WESTMINSTER,21.30576070901034,8.18,6514,220619,16925,2016,2016,0,0,-9
2007,BARKING AND DAGENHAM,15.170498579178506,6.89,6392,169031,30968,NA,0,0,0,NA
2007,BARNET,0.41434858843563194,7.04,13907,334837,39580.2,NA,0,0,0,NA
2007,BEXLEY,0,6.7,10160,224625,22020,2002,2002,1,1,5
2007,BRENT,10.855516689393491,7.73,7277,283273,16867,NA,0,0,0,NA
2007,CROYDON,29.43154034229829,6.53,11998,344029,26176,NA,0,0,0,NA
2007,EALING,24.04102357850284,7.24,9246,318671,19891,NA,0,0,0,NA
2007,ENFIELD,20.72421597154866,6.91,10417,291534,24744,NA,0,0,0,NA
2007,HARINGEY,27.529137529137532,7.62,4909,236793,21450,2014,2014,0,0,-7
2007,HARROW,0,7.46,8711,226355,15424,NA,0,0,0,NA
2007,HAVERING,20.766058266058266,6.6,11555,229789,22792,2011,2011,0,0,-4
2007,HILLINGDON,1.2162940362764374,7.06,9400,256981,21376.41,NA,0,0,0,NA
2007,HOUNSLOW,33.42245989304813,6.49,6404,233454,16082,NA,0,0,0,NA
2007,KINGSTON UPON THAMES,44.13948444147827,6.76,6149,154485,11987,NA,0,0,0,NA
2007,NEWHAM,14.055080721747387,6.53,5001,266285,20007,2012,2012,0,0,-5
2007,REDBRIDGE,0.9678249678249679,6.66,9555,259965,19425,2011,2011,0,0,-4
2007,RICHMOND UPON THAMES,0,7.51,7437,182421,13876.4,NA,0,0,0,NA
2007,SUTTON,22.506984088424634,6.64,7761,184174,16466,2013,2013,0,0,-6
2007,WALTHAM FOREST,38.35773931985961,6.71,6835,235665,16526,NA,0,0,0,NA
2008,GATESHEAD,10.548488352882867,6.31,8806,196078,36318,NA,0,0,0,NA
2008,NEWCASTLE UPON TYNE,6.510260009357663,6.44,11496,271649,44883,2015,2015,0,0,-7
2008,NORTH TYNESIDE,5.289394266005605,6.2,9763,197964,37112,2015,2015,0,0,-7
2008,SOUTH TYNESIDE,15.51045137837019,6.65,7513,148626,33010,2017,2017,0,0,-9
2008,SUNDERLAND,11.185084061114955,6.02,11136,276812,53473,2015,2015,0,0,-7
2008,BARNSLEY,3.9399030852022308,6.19,9710,227754,41067,2012,2012,0,0,-4
2008,ROTHERHAM,20.402969247083774,6.24,11039,255271,42435,NA,0,0,0,NA
2008,SHEFFIELD,4.509237875288684,6.39,23899,534035,86600,2014,2014,0,0,-6
2008,BRADFORD,23.92511279463646,6.21,19084,507323,71147,NA,0,0,0,NA
2008,CALDERDALE,9.403652627655608,6.78,8696,200960,26830,NA,0,0,0,NA
2008,KIRKLEES,12.420907131388379,6.09,16301,411807,52378.3,NA,0,0,0,NA
2008,LEEDS,36.640599713924765,6.75,30359,741665,95779,NA,0,0,0,NA
2008,WAKEFIELD,9.560121708425678,6.47,13754,323288,53242,NA,0,0,0,NA
2008,BOLTON,16.077205680758897,6.1,10748,270497,36474,2016,2016,0,0,-8
2008,BURY,25.123597437771377,6.02,7443,183000,23261,NA,0,0,0,NA
2008,MANCHESTER,0.7272727272727273,6.36,13961,477408,64350,NA,0,0,0,NA
2008,OLDHAM,20.302404968081618,6.18,8535,221907,51851,2015,2015,0,0,-7
2008,SALFORD,6.209293415795523,6.09,9281,226782,36542,2015,2015,0,0,-7
2008,STOCKPORT,0,6.92,13527,281477,43690,NA,0,0,0,NA
2008,TRAFFORD,23.246376811594203,7.01,9936,220939,25875,2015,2015,0,0,-7
2008,WIGAN,3.2169730450519096,5.83,11307,311971,41996,NA,0,0,0,NA
2008,KNOWSLEY,0,6.25,5289,147822,22880,2002,2002,1,1,6
2008,LIVERPOOL,4.710662270567772,6.07,16534,454468,77038,NA,0,0,0,NA
2008,SEFTON,0,6.5,15273,274735,47958,2008,2008,1,1,0
2008,ST HELENS,21.064814814814813,6.2,7207,175106,20736,NA,0,0,0,NA
2008,WIRRAL,14.098693599736526,6.43,16791,316711,36436,2017,2017,0,0,-9
2008,BIRMINGHAM,33.1105913798864,6.93,39175,1038980,113734,NA,0,0,0,NA
2008,DUDLEY,20.120107508819082,6.4,14129,310377,47624,2018,2018,0,0,-10
2008,SANDWELL,26.356852103120758,6.34,12677,298358,41272,NA,0,0,0,NA
2008,SOLIHULL,8.480435807448536,7.25,10566,204778,19091,NA,0,0,0,NA
2008,WALSALL,30.69139966273187,7.01,11062,263034,35580,NA,0,0,0,NA
2008,WOLVERHAMPTON,24.92212720167639,6.42,11372,245349,35314,NA,0,0,0,NA
2008,NORTHUMBERLAND,5.360134003350084,6.47,15714,314057,60297,NA,0,0,0,NA
2008,DURHAM,12.49173472487803,6.19,22233,505617,111914,2016,2016,0,0,-8
2008,NORTH YORKSHIRE,34.509833246092875,6.78,NA,NA,80238,NA,0,0,0,NA
2008,LANCASHIRE,12.554742358337911,6.2,NA,NA,202083,NA,0,0,0,NA
2008,WARWICKSHIRE,27.93202359690426,6.65,NA,NA,55431,2014,2014,0,0,-6
2008,STAFFORDSHIRE,19.6073409207332,6.3,NA,NA,89798,NA,0,0,0,NA
2008,WORCESTERSHIRE,6.422196352347691,6.69,NA,NA,56694,NA,0,0,0,NA
2008,SHROPSHIRE,3.2577377079654246,6.62,16250,300473,43036,2017,2017,0,0,-9
2008,LINCOLNSHIRE,5.353034525174448,6.61,NA,NA,131701,2013,2013,0,0,-5
2008,DERBYSHIRE,34.21888507901971,6.46,NA,NA,102949,NA,0,0,0,NA
2008,LEICESTERSHIRE,18.499010048937205,6.9,NA,NA,80307,2021,2021,0,0,-13
2008,NOTTINGHAMSHIRE,22.11258343704043,6.36,NA,NA,121220.5714285712,2021,2021,0,0,-13
2008,HERTFORDSHIRE,0,6.73,NA,NA,133951,2002,2002,1,1,6
2008,NORFOLK,21.65656638313942,6.76,NA,NA,166827,2012,2012,0,0,-4
2008,OXFORDSHIRE,0,7.18,NA,NA,44190,2006,2006,1,1,2
2008,SUFFOLK,29.403835549292324,6.75,NA,NA,81605,2014,2014,0,0,-6
2008,BUCKINGHAMSHIRE,0,7.14,NA,NA,34177.57,2004,2004,1,1,4
2008,ESSEX,0.11328870793365997,6.79,NA,NA,173892,2020,2020,0,0,-12
2008,CAMBRIDGESHIRE,0,6.96,NA,NA,62285,NA,0,0,0,NA
2008,SURREY,11.976726299115699,6.93,NA,NA,96211.6,NA,0,0,0,NA
2008,DORSET,28.133056882718833,7.13,NA,NA,55465,2017,2017,0,0,-9
2008,HAMPSHIRE,30.228754180806135,6.88,NA,NA,122883,NA,0,0,0,NA
2008,EAST SUSSEX,12.732593204816048,7.13,NA,NA,89534,NA,0,0,0,NA
2008,WILTSHIRE,0.8201510462876805,6.86,22992,464007,46211,2013,2013,0,0,-5
2008,KENT,10.177144319190885,6.62,NA,NA,199329,NA,0,0,0,NA
2008,GLOUCESTERSHIRE,4.459482637643647,6.72,NA,NA,64133,NA,0,0,0,NA
2008,DEVON,20.111528493637344,6.9,NA,NA,137364,NA,0,0,0,NA
2008,HARTLEPOOL,0,6.08,3697,91379,19854,2006,2006,1,1,2
2008,MIDDLESBROUGH,2.9804200221064265,5.91,5427,137885,25332,NA,0,0,0,NA
2008,REDCAR AND CLEVELAND,18.551782206006173,6.44,6328,136512,24941,NA,0,0,0,NA
2008,STOCKTON ON TEES,6.477266008395908,6.41,7094,189039,33826,NA,0,0,0,NA
2008,DARLINGTON,0,6.3,4964,103694,23466,2005,2005,1,1,3
2008,EAST RIDING OF YORKSHIRE,3.8069907823887563,6.61,17591,332464,76701,NA,0,0,0,NA
2008,KINGSTON UPON HULL,6.383707234229052,6.04,9799,256746,73014,NA,0,0,0,NA
2008,NORTH EAST LINCOLNSHIRE,3.8757896198255315,6.55,7434,158708,43217,2013,2013,0,0,-5
2008,NORTH LINCOLNSHIRE,6.701748524334558,6.8,7452,164519,35916,2015,2015,0,0,-7
2008,YORK,55.643378288746405,6.82,9606,190768,18092,2022,2022,0,0,-14
2008,HALTON,12.633972068853524,6.01,4081,122907,15395,NA,0,0,0,NA
2008,WARRINGTON,12.753064316209889,6.15,7567,198187,21783,2016,2016,0,0,-8
2008,BLACKBURN WITH DARWEN,20.416476569119467,5.96,4930,144902,30686,2016,2016,0,0,-8
2008,BLACKPOOL,8.650185156209252,6.19,7651,142921,38346,2015,2015,0,0,-7
2008,STOKE ON TRENT,42.51530013710053,6.08,10264,245509,38913.05,NA,0,0,0,NA
2008,HEREFORDSHIRE,0.3854442970822281,6.43,10482,181791,24128,2010,2010,0,0,-2
2008,TELFORD AND WREKIN,0.3313790466479735,7.08,5452,164089,15692,NA,0,0,0,NA
2008,DERBY,44.17225294244849,6.57,10771,241865,32371,2021,2021,0,0,-13
2008,LEICESTER,23.307900038578595,6.49,10661,315473,46658,2018,2018,0,0,-10
2008,RUTLAND,0,7.12,1982,37478,5566,2007,2007,1,1,1
2008,NOTTINGHAM,16.34358727519363,6.6,10616,290783,45706,NA,0,0,0,NA
2008,LUTON,31.928742454650383,6.16,5660,192084,18436.14285714287,2013,2013,0,0,-5
2008,MILTON KEYNES,8.48360655737705,6.53,6686,235625,17080,2013,2013,0,0,-5
2008,BRACKNELL FOREST,35.00366658518699,7.64,3609,111455,8182,2018,2018,0,0,-10
2008,WEST BERKSHIRE,45.68397198187063,6.95,5919,152024,9708,NA,0,0,0,NA
2008,READING,40.86299892125135,7.02,5329,151460,9270,NA,0,0,0,NA
2008,SLOUGH,53.05870468066001,7.24,3494,131453,8909,NA,0,0,0,NA
2008,WINDSOR AND MAIDENHEAD,0,6.52,6350,141345,7870,NA,0,0,0,NA
2008,WOKINGHAM,35.07481940144479,6.93,5367,153191,7752,NA,0,0,0,NA
2008,SOUTHEND ON SEA,6.46047911121398,6.25,9901,168150,34564,2018,2018,0,0,-10
2008,PETERBOROUGH,46.31873702505673,6.44,6605,176027,20713,2014,2014,0,0,-6
2008,ISLE OF WIGHT,5.920110192837465,6.94,9723,138675,36300,NA,0,0,0,NA
2008,PORTSMOUTH,40.31923236610232,6.98,8399,196036,21677,NA,0,0,0,NA
2008,SOUTHAMPTON,30.29095397637101,7.5,9390,228447,28355,NA,0,0,0,NA
2008,BRIGHTON AND HOVE,12.822385138884831,7.36,11875,262019,34237,NA,0,0,0,NA
2008,MEDWAY,21.63754738750618,6.6,8853,258224,24268,2014,2014,0,0,-6
2008,BATH AND NORTH EAST SOMERSET,24.04531129630926,6.59,9601,173565,14279,NA,0,0,0,NA
2008,BRISTOL,46.595238596417374,6.78,17342,414822,47507,NA,0,0,0,NA
2008,SOUTH GLOUCESTERSHIRE,47.06028075970273,6.78,10598,257970,24220,NA,0,0,0,NA
2008,PLYMOUTH,13.215783407312944,6.62,11243,252488,40777,2016,2016,0,0,-8
2008,TORBAY,2.859397765905779,6.66,9691,132070,32944,NA,0,0,0,NA
2008,CAMDEN,40.935483870967744,7.43,6033,210273,21700,2017,2017,0,0,-9
2008,GREENWICH,0,6.76,7670,239748,22883,NA,0,0,0,NA
2008,HAMMERSMITH AND FULHAM,0,7.51,4411,177088,7031,NA,0,0,0,NA
2008,ISLINGTON,0,6.73,4419,192089,13610,NA,0,0,0,NA
2008,KENSINGTON AND CHELSEA,24.267909615969195,9.25,5304,162579,9869,2016,2016,0,0,-8
2008,LAMBETH,0,6.71,6021,289126,20034,2004,2004,1,1,4
2008,LEWISHAM,0,6.56,7084,266508,23191,2003,2003,1,1,5
2008,SOUTHWARK,0,7.65,6445,276973,21991,2002,2002,1,1,6
2008,TOWER HAMLETS,0,6.38,4079,231893,16326,2004,2004,1,1,4
2008,WANDSWORTH,1.1343719571567672,6.59,7718,294305,20540,NA,0,0,0,NA
2008,WESTMINSTER,22.69378131447097,8.52,6543,218673,16965,2016,2016,0,0,-8
2008,BARKING AND DAGENHAM,8.617430871543577,6.78,6349,172452,14285,NA,0,0,0,NA
2008,BARNET,0,7.16,14052,339212,34883,NA,0,0,0,NA
2008,BEXLEY,0,6.85,10302,226652,18974,2002,2002,1,1,6
2008,BRENT,8.259653554673402,7.65,7425,290901,22168,NA,0,0,0,NA
2008,CROYDON,32.9172701712533,6.6,12020,349308,23474,NA,0,0,0,NA
2008,EALING,0,7.16,9301,324022,19486,NA,0,0,0,NA
2008,ENFIELD,21.550463188688447,7.01,10471,297443,26663,NA,0,0,0,NA
2008,HARINGEY,22.166744681957663,7.87,4901,244459,19227,2014,2014,0,0,-6
2008,HARROW,2.797202797202797,7.4,8872,229567,14872,NA,0,0,0,NA
2008,HAVERING,15.679029241366727,6.73,11928,231793,21921,2011,2011,0,0,-3
2008,HILLINGDON,1.6488865259546366,6.88,9431,261051,18921.86,NA,0,0,0,NA
2008,HOUNSLOW,34.82537419814683,6.66,6484,237907,14030,NA,0,0,0,NA
2008,KINGSTON UPON THAMES,42.81849912739965,6.88,6156,156027,11460,NA,0,0,0,NA
2008,NEWHAM,15.396428165168924,6.95,4933,276478,17582,2012,2012,0,0,-4
2008,REDBRIDGE,7.3437423040929914,6.82,9695,265452,20303,2011,2011,0,0,-3
2008,RICHMOND UPON THAMES,0,7.93,7469,182927,13371.9,NA,0,0,0,NA
2008,SUTTON,18.150157390663722,6.68,7769,185860,14931,2013,2013,0,0,-5
2008,WALTHAM FOREST,49.358414202271994,6.86,6832,242098,21743,NA,0,0,0,NA
2009,BARKING AND DAGENHAM,5.490311215502055,6.78,6293,177580,17030,NA,0,0,0,NA
2009,BARNET,0,7.2,14253,345829,32505,NA,0,0,0,NA
2009,BARNSLEY,4.243562824621505,6.21,9780,228973,45245,2012,2012,0,0,-3
2009,BATH AND NORTH EAST SOMERSET,22.11404728789986,6.46,9714,173360,14380,NA,0,0,0,NA
2009,BEXLEY,0,6.91,10495,228146,18700,2002,2002,1,1,7
2009,BIRMINGHAM,30.839538097998126,6.96,39392,1050072,112145,NA,0,0,0,NA
2009,BLACKBURN WITH DARWEN,19.142027003930952,6.26,4928,146197,29255,2016,2016,0,0,-7
2009,BLACKPOOL,5.200105318588731,6.35,7688,142578,37980,2015,2015,0,0,-6
2009,BOLTON,16.712407915643507,6.33,10838,273049,34615,2016,2016,0,0,-7
2009,BRACKNELL FOREST,33.8328530259366,7.95,3687,111916,8675,2018,2018,0,0,-9
2009,BRADFORD,31.1021897810219,6.46,19328,512392,68500,NA,0,0,0,NA
2009,BRENT,15.018465326220765,7.51,7594,298118,12185,NA,0,0,0,NA
2009,BRIGHTON AND HOVE,10.41885602762348,7.58,11751,265584,33305,NA,0,0,0,NA
2009,BRISTOL,45.95381959430298,6.79,17426,418990,46340,NA,0,0,0,NA
2009,BUCKINGHAMSHIRE,0,7.14,NA,NA,36980,2004,2004,1,1,5
2009,BURY,16.047001052262363,5.91,7464,183885,28510,NA,0,0,0,NA
2009,CALDERDALE,6.616430803161183,6.95,8761,202078,27205,NA,0,0,0,NA
2009,CAMBRIDGESHIRE,0.08561643835616438,7.18,NA,NA,58400,NA,0,0,0,NA
2009,CAMDEN,45.45692589683163,7.8,6186,212924,19095,2017,2017,0,0,-8
2009,CROYDON,30.53513071895425,6.48,12104,352763,24480,NA,0,0,0,NA
2009,DARLINGTON,0,6.5,5032,104355,23020,2005,2005,1,1,4
2009,DERBY,38.52820674440592,6.68,10910,243980,31730,2021,2021,0,0,-12
2009,DERBYSHIRE,28.381385938290336,6.5,NA,NA,98850,NA,0,0,0,NA
2009,DEVON,17.11016408845341,6.96,NA,NA,149005,NA,0,0,0,NA
2009,DORSET,27.979176526265974,7.21,NA,NA,52825,2017,2017,0,0,-8
2009,DUDLEY,19.06094527363184,6.61,14475,311088,48240,2018,2018,0,0,-9
2009,DURHAM,11.844200755335123,6.22,22586,507311,109885,2016,2016,0,0,-7
2009,EALING,0,7.22,9378,329966,17725,NA,0,0,0,NA
2009,EAST RIDING OF YORKSHIRE,4.806983034177526,6.69,18054,332748,81340,NA,0,0,0,NA
2009,EAST SUSSEX,10.454572749654718,7.13,NA,NA,83265,NA,0,0,0,NA
2009,ENFIELD,15.426781519185592,7.05,10476,301971,25540,NA,0,0,0,NA
2009,ESSEX,0.0949868073878628,6.88,NA,NA,189500,2020,2020,0,0,-11
2009,GATESHEAD,11.445397516323135,6.09,8922,197481,39055,NA,0,0,0,NA
2009,GLOUCESTERSHIRE,5.439832159448524,6.81,NA,NA,66730,NA,0,0,0,NA
2009,GREENWICH,0,6.69,7583,243672,19665,NA,0,0,0,NA
2009,HALTON,14.267990074441686,6.22,4184,123636,12090,NA,0,0,0,NA
2009,HAMMERSMITH AND FULHAM,0,7.48,4383,180116,5760,NA,0,0,0,NA
2009,HAMPSHIRE,28.989483310470966,6.93,NA,NA,120285,NA,0,0,0,NA
2009,HARINGEY,26.33037694013304,7.77,5019,249805,18040,2014,2014,0,0,-5
2009,HARROW,0,7.74,9030,233495,13780,NA,0,0,0,NA
2009,HARTLEPOOL,0,6.24,3809,91530,18785,2006,2006,1,1,3
2009,HAVERING,11.831124202258222,6.85,12274,234127,20370,2011,2011,0,0,-2
2009,HEREFORDSHIRE,0.10362694300518134,6.86,10627,182367,24125,2010,2010,0,0,-1
2009,HERTFORDSHIRE,0,6.71,NA,NA,139175,2002,2002,1,1,7
2009,HILLINGDON,0.4868270332187858,7.08,9530,265665,17460,NA,0,0,0,NA
