Country_code,Country_name,Region_code,Region_name,LA_code (9 digit),LA_name,LA_code (3 digit),A1_FTE_ChildrensSocialWorkers_2015,CiNperCSW_FTE_2015,B1_FTE_Starters_2015,B2_FTE_Leavers_2015,B3_FTE_TurnoverRate_2015,D1_FTE_AgencyWorkers_2015,D1a_FTE_AgencyWorkers_2015,D2_FTE_AgencyWorkerRate_2015,A2_FTE_Vacancies_2015,A3_FTE_VacancyRate_2015,C1_FTE_Absence_2015,C2_FTE_AbsenceRate_2015,A1a_FTE_Number_ChildrensSocialWorkers_Age_data not available_2015,A1aa_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ab_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ac_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ad_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ae_FTE_Number_ChildrensSocialWorkers_Age_2015,A1aa_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ab_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ac_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ad_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ae_FTE_Percentage_ ChildrensSocialWorkers_Age_2015,A1b_FTE_Number_ChildrensSocialWorkers_Time in service_data not available_2015,A1ba_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bb_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bc_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bd_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1be_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bf_FTE_Number_ChildrensSocialWorkers_Time in Service_2015,A1ba_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bb_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bc_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bd_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1be_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bf_FTE_Percentage_ChildrensSocialWorkers_Time in Service_2015,A1_Headcount_ChildrensSocialWorkers_2015,CiNperCSW_Headcount_2015,B1_Headcount_Starters_2015,B2_Headcount_Leavers_2015,B3_Headcount_TurnoverRate_2015,D1_Headcount_AgencyWorkers_2015,D1a_Headcount_AgencyWorkers_2015,D2_Headcount_AgencyWorkerRate_2015,A1a_Headcount_Number_ChildrensSocialWorkers_Age_data not available_2015,A1aa_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ab_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ac_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ad_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ae_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1aa_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ab_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ac_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ad_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ae_Headcount_Percentage_ ChildrensSocialWorkers_Age_2015,A1b_Headcount_Number_ChildrensSocialWorkers_Time in service_data not available_2015,A1ba_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bb_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bc_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bd_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1be_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bf_Headcount_Number_ChildrensSocialWorkers_Time in Service_2015,A1ba_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bb_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bc_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bd_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1be_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bf_Headcount_Percentage_ChildrensSocialWorkers_Time in Service_2015
E92000001,England,,,,,,26500,15,4440,4200,16,4860,3850,16,5470,17,236760,4,250,4250,7500,6790,6340,1360,16,28,26,24,5,260,7430,5280,5490,5650,1820,570,28,20,21,21,7,2,28570,14,4640,4560,16,5070,4010,15,30,4390,8250,7410,6850,1640,15,29,26,24,6,40,7820,5670,6090,6270,2030,650,27,20,21,22,7,2
E92000001,England,E12000001,North East,,,,1680,14,220,210,13,190,170,10,150,8,18300,4,0,270,470,430,410,100,16,28,26,24,6,0,380,360,400,360,130,50,23,22,24,21,8,3,1800,13,230,220,12,190,170,10,0,280,520,460,440,110,15,29,25,24,6,0,390,380,440,400,150,50,22,21,24,22,8,3
E92000001,England,E12000002,North West,,,,3580,16,660,530,15,410,280,10,480,12,37530,4,0,610,1070,910,830,150,17,30,26,23,4,0,1010,700,770,720,250,130,28,19,21,20,7,4,3790,15,680,570,15,420,280,10,0,620,1150,960,890,180,16,30,25,23,5,0,1030,730,830,780,280,140,27,19,22,20,7,4
E92000001,England,E12000003,Yorkshire and the Humber,,,,3350,12,440,390,12,230,160,6,260,7,29310,3,0,580,890,930,810,140,17,27,28,24,4,0,760,570,710,950,270,90,23,17,21,28,8,3,3630,11,470,420,11,240,170,6,0,600,990,1000,880,170,16,27,28,24,5,0,800,620,780,1030,300,100,22,17,22,28,8,3
E92000001,England,E12000004,East Midlands,,,,1740,15,290,280,16,440,340,20,510,23,17440,4,0,300,480,470,420,80,17,27,27,24,4,0,480,370,340,370,120,60,28,21,20,21,7,3,1920,14,310,330,17,450,340,19,0,320,530,510,450,110,17,28,27,23,6,0,510,410,380,420,130,70,27,21,20,22,7,4
E92000001,England,E12000005,West Midlands,,,,2980,16,480,480,16,550,460,16,660,18,34520,5,0,510,830,810,690,150,17,28,27,23,5,0,800,600,630,660,230,60,27,20,21,22,8,2,3250,14,500,520,16,610,510,16,0,520,910,890,750,180,16,28,27,23,6,0,830,650,700,740,270,80,25,20,21,23,8,2
E92000001,England,E12000006,East,,,,2480,15,390,350,14,390,320,14,500,17,18510,3,0,440,730,640,560,110,18,29,26,23,5,0,710,600,510,520,130,20,28,24,20,21,5,1,2670,14,400,380,14,420,340,14,0,440,800,700,590,130,17,30,26,22,5,0,730,630,560,580,140,30,27,24,21,22,5,1
E92000001,England,E12000007,London,,,,4470,16,920,930,21,1450,1200,25,1480,25,27770,2,220,610,1370,1040,990,240,14,31,23,22,5,220,1550,810,820,800,210,50,35,18,18,18,5,1,4700,15,930,970,21,1490,1230,24,0,640,1500,1180,1100,280,14,32,25,23,6,0,1690,870,920,910,240,60,36,19,20,19,5,1
E92000001,England,E13000001,Inner London,,,,2270,14,370,410,18,520,410,19,590,21,14470,3,220,290,680,520,470,90,13,30,23,21,4,220,640,400,450,410,110,30,28,17,20,18,5,2,2390,13,380,430,18,560,430,19,0,320,780,620,550,130,13,33,26,23,5,0,750,450,530,490,130,40,31,19,22,20,6,2
E92000001,England,E13000002,Outer London,,,,2200,18,550,510,23,930,790,30,890,29,13300,2,0,320,690,530,520,140,15,31,24,24,7,0,910,410,370,390,100,20,41,19,17,18,4,1,2300,17,550,530,23,940,790,29,0,320,720,560,550,150,14,31,24,24,7,0,940,430,390,420,110,20,41,19,17,18,5,1
E92000001,England,E12000008,South East,,,,3790,14,610,620,16,750,620,16,900,19,30890,3,0,620,1020,950,980,220,16,27,25,26,6,0,1090,760,870,750,260,70,29,20,23,20,7,2,4130,13,640,680,16,770,630,16,0,640,1130,1050,1050,270,15,27,25,25,6,0,1130,820,960,840,290,80,27,20,23,20,7,2
E92000001,England,E12000009,South West,,,,2430,16,430,410,17,440,310,15,530,18,22480,4,30,330,650,600,650,180,14,27,25,27,7,40,650,510,450,530,200,40,27,21,19,22,8,2,2690,14,490,490,18,470,340,15,30,340,730,660,710,220,13,27,25,26,8,40,700,560,520,600,230,50,26,21,19,22,9,2
E92000001,England,E12000001,North East,E06000005,Darlington,841,71.8,12,22.9,13.6,19,10,10,12,10,12,450,2,0,x,20.1,23.6,14.5,x,x,28,33,20,x,0,29.7,17.4,16.7,8,0,0,41,24,23,11,0,0,77,11,24,14,18,10,10,11,0,x,22,25,15,x,x,29,32,19,x,0,32,19,18,8,0,0,42,25,23,10,0,0
E92000001,England,E12000001,North East,E06000047,Durham,840,239.2,16,17.5,23.4,10,32,32,12,33,12,3640,6,0,33.4,61.1,61.6,62,21.2,14,26,26,26,9,0,45.1,45.5,56.8,57,24.9,9.8,19,19,24,24,10,4,270,14,19,25,9,32,32,11,0,34,70,72,69,25,13,26,27,26,9,0,48,50,64,68,29,11,18,19,24,25,11,4
E92000001,England,E12000001,North East,E08000020,Gateshead,390,131.8,12,19,20.6,16,15,7,10,14.7,10,1890,6,0,15.9,44.2,28.5,32.9,10.3,12,34,22,25,8,0,20,47.9,23.8,23.1,14,3,15,36,18,18,11,2,144,11,19,22,15,15,7,9,0,17,52,30,34,11,12,36,21,24,8,0,20,50,30,27,14,3,14,35,21,19,10,2
E92000001,England,E12000001,North East,E06000001,Hartlepool,805,105.6,11,16.2,11,10,0,0,0,0,0,510,2,0,17,24.5,35.9,25.8,2.5,16,23,34,24,2,0,28,26.2,26.8,20.3,x,x,27,25,25,19,x,x,109,11,16,10,9,0,0,0,0,17,25,36,28,3,16,23,33,26,3,0,28,27,28,21,x,x,26,25,26,19,x,x
E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,150,14,30,25,17,x,x,x,14,9,1070,3,0,33,47,31,33,6,22,31,21,22,4,0,30,50,22,31,12,5,20,33,15,21,8,3,159,13,30,25,16,x,x,x,0,37,51,32,33,6,23,32,20,21,4,0,30,54,27,31,12,5,19,34,17,19,8,3
E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,391,262,9,23.3,23.2,9,2.6,2.6,1,12.5,5,2930,4,0,38,70.5,67.8,68.3,17.4,15,27,26,26,7,0,39.3,41.2,90.7,55.2,22.6,13,15,16,35,21,9,5,284,8,25,26,9,3,3,1,0,40,79,72,72,21,14,28,25,25,7,0,42,43,99,62,25,13,15,15,35,22,9,5
E92000001,England,E12000001,North East,E08000022,North Tyneside,392,110.3,13,21,14.4,13,5,3,4,5,4,950,3,0,26,28,27.5,24.3,4.5,24,25,25,22,4,0,31,18,21.8,28,8.5,3,28,16,20,25,8,3,115,12,21,15,13,5,3,4,0,26,30,29,25,5,23,26,25,22,4,0,31,18,23,31,9,3,27,16,20,27,8,3
E92000001,England,E12000001,North East,E06000048,Northumberland,929,162.1,21,20.5,25.9,16,8,..,5,5.3,3,2040,5,0,23,38.5,45.9,47.5,7.2,14,24,28,29,4,0,35.5,29.5,29.7,48.6,x,x,22,18,18,30,x,x,176,19,21,28,16,8,..,4,0,23,41,49,52,11,13,23,28,30,6,0,36,31,32,54,x,x,20,18,18,31,x,x
E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,91.8,10,9.8,16.3,18,x,x,x,3,3,750,3,0,18,28.3,21.4,20.3,3.8,20,31,23,22,4,0,33.5,16.6,25.6,12.3,3.8,0,36,18,28,13,4,0,95,10,10,17,18,x,x,x,0,18,30,22,21,4,19,32,23,22,4,0,34,17,27,13,4,0,36,18,28,14,4,0
E92000001,England,E12000001,North East,E08000023,South Tyneside,393,97.7,15,9,7,7,9,7,8,7,7,930,4,0,5.5,37,25,25.1,5.1,6,38,26,26,5,0,23,14.3,26.5,22.5,5.8,5.6,24,15,27,23,6,6,101,15,9,7,7,9,7,8,0,6,38,25,26,6,6,38,25,26,6,0,23,15,27,24,6,6,23,15,27,24,6,6
E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,127.5,15,15,12.4,10,8.8,4,6,13,9,880,3,0,26.5,35.8,31.2,26.8,7.1,21,28,24,21,6,0,34.2,32.9,26.9,23.8,x,x,27,26,21,19,x,x,135,14,15,13,10,9,4,6,0,27,39,32,29,8,20,29,24,21,6,0,35,34,30,26,x,x,26,25,22,19,x,x
E92000001,England,E12000001,North East,E08000024,Sunderland,394,132,22,20,19.5,15,98.6,98.6,43,29,18,2270,7,0,20,36.6,33.7,31.2,10.5,15,28,26,24,8,0,34.5,24.5,27.9,29.1,x,x,26,19,21,22,x,x,139,20,20,21,15,100,100,42,0,20,40,35,33,11,14,29,25,24,8,0,35,25,31,31,x,x,25,18,22,22,x,x
E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,889,120.6,13,19.3,22.8,19,8,4,6,4,3,1760,6,0,20.8,37,29.5,29.5,3.8,17,31,24,24,3,0,26.3,21.3,30.7,23.5,14.9,3.8,22,18,25,20,12,3,127,13,20,23,18,8,4,6,0,21,39,31,32,4,17,31,24,25,3,0,27,23,33,25,15,4,21,18,26,20,12,3
E92000001,England,E12000002,North West,E06000009,Blackpool,890,121.6,14,43.3,20,16,15,8,11,11,8,1320,4,0,19,37.7,29.2,29.7,6,16,31,24,24,5,0,35.4,23.9,27.6,15.8,13,6,29,20,23,13,11,5,128,13,45,20,16,15,8,10,0,19,41,32,30,6,15,32,25,23,5,0,37,25,29,18,13,6,29,20,23,14,10,5
E92000001,England,E12000002,North West,E08000001,Bolton,350,185.9,14,20.3,18.7,10,13,9.7,7,9.7,5,2460,5,0,13.5,52,49.5,64.4,6.5,7,28,27,35,3,0,32.1,24.5,36.8,59.8,24.3,8.5,17,13,20,32,13,5,201,13,24,25,12,13,10,6,0,14,58,52,68,9,7,29,26,34,4,0,34,25,42,64,27,9,17,12,21,32,13,4
E92000001,England,E12000002,North West,E08000002,Bury,351,105.2,14,29.4,15,14,10,x,9,22,17,1010,4,0,12.5,29.2,29.3,24.5,9.7,12,28,28,23,9,0,35.4,13.8,24.9,21.5,5.9,3.7,34,13,24,20,6,3,112,13,30,15,13,10,x,8,0,13,31,30,27,11,12,28,27,24,10,0,36,15,26,23,7,5,32,13,23,21,6,4
E92000001,England,E12000002,North West,E06000049,Cheshire East,895,155.5,14,52.7,36.4,23,25.9,18.3,14,32.3,17,2080,5,0,30.9,37.3,38.5,44.4,4.5,20,24,25,29,3,0,59.3,34.4,18.6,34.8,x,x,38,22,12,22,x,x,167,13,56,39,23,33,20,17,0,33,40,41,48,5,20,24,25,29,3,0,63,36,20,39,x,x,38,22,12,23,x,x
E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,896,148.6,14,31,31.7,21,17,14,10,15.5,9,1530,4,0,29.5,47.4,32.5,29,10.2,20,32,22,19,7,0,52,48.1,17.7,12.5,9.5,8.8,35,32,12,8,6,6,160,13,31,35,22,18,14,10,0,30,52,35,32,11,19,33,22,20,7,0,53,51,20,15,11,10,33,32,13,9,7,6
E92000001,England,E12000002,North West,E10000006,Cumbria,909,251.9,14,28.6,16.6,7,43,27,15,27,10,3600,6,0,44.5,62.9,62.2,62.8,19.5,18,25,25,25,8,0,58.2,59.9,44.1,64.2,19.6,5.8,23,24,18,26,8,2,271,13,30,23,8,43,27,14,0,46,68,63,69,25,17,25,23,25,9,0,61,65,48,67,23,7,23,24,18,25,8,3
E92000001,England,E12000002,North West,E06000006,Halton,876,78.7,16,11,16,20,7,3,8,10,11,770,4,0,12,30.1,21.5,15.1,0,15,38,27,19,0,0,32.8,15.1,23,7.8,0,0,42,19,29,10,0,0,83,16,11,17,20,7,3,8,0,12,32,23,16,0,14,39,28,19,0,0,33,16,26,8,0,0,40,19,31,10,0,0
E92000001,England,E12000002,North West,E08000011,Knowsley,340,75.6,18,22,15,20,21,21,22,26,26,1230,6,0,16,23,15.6,15.1,6,21,30,21,20,8,0,29,8.5,16.6,14,4.5,3,38,11,22,19,6,4,79,17,22,15,19,21,21,21,0,16,24,17,16,6,20,30,22,20,8,0,29,9,19,14,5,3,37,11,24,18,6,4
E92000001,England,E12000002,North West,E10000017,Lancashire,888,448.3,19,58.5,70.8,16,56,29,11,96,18,4140,4,0,133.6,126.6,108,71.1,9,30,28,24,16,2,0,116.1,113.7,101.3,72.6,29.1,15.5,26,25,23,16,6,3,470,18,60,74,16,56,29,11,0,136,135,114,75,10,29,29,24,16,2,0,118,120,106,78,32,16,25,26,23,17,7,3
E92000001,England,E12000002,North West,E08000012,Liverpool,341,148,28,15,16,11,34,8,19,17,10,2180,6,0,13,31.5,37,54,12.5,9,21,25,36,8,0,25,26,64,30,3,0,17,18,43,20,2,0,152,27,15,16,11,34,8,18,0,13,34,38,54,13,9,22,25,36,9,0,25,27,65,32,3,0,16,18,43,21,2,0
E92000001,England,E12000002,North West,E08000003,Manchester,352,272.7,17,73.5,35.5,13,..,10,..,10,4,3320,5,0,53,95,86.6,33.6,4.5,19,35,32,12,2,0,105.3,63,37,53,8.4,6,39,23,14,19,3,2,274,17,75,36,13,..,10,..,0,53,95,87,34,5,19,35,32,12,2,0,106,63,37,53,9,6,39,23,14,19,3,2
E92000001,England,E12000002,North West,E08000004,Oldham,353,96.8,20,25.9,13,13,13,13,12,13,12,720,3,0,21.5,40.8,24.3,6.5,3.7,22,42,25,7,4,0,39,8.6,24.1,18.7,x,x,40,9,25,19,x,x,103,19,26,14,14,13,13,11,0,22,44,25,7,5,21,43,24,7,5,0,39,9,26,22,x,x,38,9,25,21,x,x
E92000001,England,E12000002,North West,E08000005,Rochdale,354,132.9,16,42.8,22.7,17,25,10,16,10,7,1420,4,0,27.8,51.5,38,15.6,0,21,39,29,12,0,0,74.7,23.7,22,x,x,x,56,18,17,x,x,x,138,15,44,24,17,25,10,15,0,28,54,39,17,0,20,39,28,12,0,0,75,25,24,x,x,x,54,18,17,x,x,x
E92000001,England,E12000002,North West,E08000006,Salford,355,192.9,10,15.8,15.3,8,23,23,11,25,11,2090,4,0,20,55.2,44.4,62.8,10.5,10,29,23,33,5,0,30.5,2.6,45.1,50.6,22,42.2,16,1,23,26,11,22,206,9,17,17,8,23,23,10,0,20,61,47,66,12,10,30,23,32,6,0,33,3,48,52,23,47,16,1,23,25,11,23
E92000001,England,E12000002,North West,E08000014,Sefton,343,161.1,11,7,8,5,8,8,5,18,10,2250,6,0,8,45.2,48.4,51.9,7.6,5,28,30,32,5,0,10,18.5,46.7,56.1,25,4.8,6,11,29,35,16,3,175,10,7,8,5,8,8,4,0,8,47,50,60,10,5,27,29,34,6,0,10,19,50,63,28,5,6,11,29,36,16,3
E92000001,England,E12000002,North West,E08000013,St. Helens,342,106.8,15,22,23,22,19.9,11.2,16,17.9,14,1250,5,0,20,32.1,27.6,23.1,4,19,30,26,22,4,0,31.5,13.5,38.9,15.9,x,x,29,13,36,15,x,x,114,15,22,23,20,21,12,16,0,20,36,29,24,5,18,32,25,21,4,0,32,14,44,17,x,x,28,12,39,15,x,x
E92000001,England,E12000002,North West,E08000007,Stockport,356,164.5,10,61,45.3,28,15,15,8,18,10,1460,4,0,33.3,38.8,43.8,42.6,6.1,20,24,27,26,4,0,45.6,33,41.7,28.5,15.8,0,28,20,25,17,10,0,180,9,62,48,27,15,15,8,0,34,43,49,47,7,19,24,27,26,4,0,47,35,48,33,17,0,26,19,27,18,9,0
E92000001,England,E12000002,North West,E08000008,Tameside,357,87.2,17,20.5,21.4,25,17,5,16,5,5,160,1,0,8.5,31.3,19.3,25.6,2.4,10,36,22,29,3,0,44.3,25.7,10.8,2.7,x,x,51,29,12,3,x,x,94,16,21,23,24,17,5,15,0,9,35,20,27,3,10,37,21,29,3,0,45,30,12,x,x,x,48,32,13,x,x,x
E92000001,England,E12000002,North West,E08000009,Trafford,358,102,14,3,13,13,7,7,6,20,16,860,3,0,13,34,27,22,6,13,33,26,22,6,0,29,11,23,25,10,4,28,11,23,25,10,4,113,13,3,16,14,7,7,6,0,14,38,31,23,7,12,34,27,20,6,0,32,11,26,29,10,5,28,10,23,26,9,4
E92000001,England,E12000002,North West,E06000007,Warrington,877,102,10,13,12.9,13,17.3,14.3,15,26,20,700,3,0,14.8,34.3,21.9,27.1,3.9,15,34,21,27,4,0,24.9,32.2,21.7,23.1,0,0,24,32,21,23,0,0,108,10,14,14,13,18,15,14,0,15,37,23,28,5,14,34,21,26,5,0,26,34,23,25,0,0,24,31,21,23,0,0
E92000001,England,E12000002,North West,E08000010,Wigan,359,138.6,18,27.7,16,12,x,x,x,27,16,1190,3,0,24,46.6,37.7,24.9,5.5,17,34,27,18,4,0,42.7,32.3,19,34.4,x,x,31,23,14,25,x,x,146,17,29,17,12,x,x,x,0,24,49,40,27,6,16,34,27,18,4,0,44,33,21,36,x,x,30,23,14,25,x,x
E92000001,England,E12000002,North West,E08000015,Wirral,344,180.4,16,18,24,13,17,17,9,22,11,..,..,0,18,51.3,41.7,59.8,9.6,10,28,23,33,5,0,29,43,33.3,45.9,20.7,8.5,16,24,18,25,11,5,189,15,18,26,14,17,17,8,0,18,56,43,61,11,10,30,23,32,6,0,29,44,37,47,23,9,15,23,20,25,12,5
E92000001,England,E12000003,Yorkshire and the Humber,E08000016,Barnsley,370,101.3,18,x,6.5,6,25,16,20,16,14,890,3,0,16.1,20.3,26.4,35.8,2.7,16,20,26,35,3,0,14.3,11,23.6,26.3,19.6,6.5,14,11,23,26,19,6,109,17,x,7,6,25,16,19,0,18,24,27,37,3,17,22,25,34,3,0,15,12,26,28,21,7,14,11,24,26,19,6
E92000001,England,E12000003,Yorkshire and the Humber,E08000032,Bradford,380,355.8,11,48.9,40.3,11,12,12,3,32,8,3790,4,0,58.9,82.4,99.7,96.1,18.6,17,23,28,27,5,0,92.3,55.4,62,82.8,38.9,24.3,26,16,17,23,11,7,394,10,50,44,11,12,12,3,0,61,95,107,107,24,15,24,27,27,6,0,96,61,71,92,45,29,24,15,18,23,11,7
E92000001,England,E12000003,Yorkshire and the Humber,E08000033,Calderdale,381,159.3,8,29.3,21.3,13,5,3,3,4,2,1430,4,0,30.6,44.6,39.4,42.3,2.4,19,28,25,27,2,0,68,47.4,26.3,11.8,x,x,43,30,17,7,x,x,172,7,30,19,11,5,3,3,0,31,50,42,46,3,18,29,24,27,2,0,71,53,29,13,x,x,41,31,17,8,x,x
E92000001,England,E12000003,Yorkshire and the Humber,E08000017,Doncaster,371,162.4,14,28.4,29.1,18,48.2,40.2,23,41.2,20,480,1,0,29,40.6,47.7,41.2,3.8,18,25,29,25,2,0,48.6,37.4,28.2,35.3,x,x,30,23,17,22,x,x,168,14,32,30,18,49,41,23,0,29,43,49,43,4,17,26,29,26,2,0,50,38,31,36,x,x,30,23,18,21,x,x
E92000001,England,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,811,114.7,16,6,18.5,16,4,x,3,2,2,920,3,0,15,35.9,40,19,4.8,13,31,35,17,4,0,27,10,31.5,32.7,10.5,3,24,9,27,29,9,3,125,15,6,19,15,4,x,3,0,15,40,44,20,6,12,32,35,16,5,0,28,10,33,38,13,3,22,8,26,30,10,2
E92000001,England,E12000003,Yorkshire and the Humber,E06000010,"Kingston Upon Hull, City of",810,244.2,16,12,16.3,7,10,10,4,16.3,6,3430,6,0,15.2,58.6,102.8,58.9,8.7,6,24,42,24,4,0,21,17.1,63.6,114.2,22.3,6,9,7,26,47,9,2,266,14,13,19,7,11,11,4,0,17,69,108,61,11,6,26,41,23,4,0,22,19,68,127,24,6,8,7,26,48,9,2
E92000001,England,E12000003,Yorkshire and the Humber,E08000034,Kirklees,382,276.1,9,46.4,35.1,13,10,5,3,12,4,3190,5,0,49,81.4,71.8,63.2,10.7,18,29,26,23,4,0,65.5,53,64.8,56.7,29.6,6.5,24,19,23,21,11,2,292,9,51,39,13,10,5,3,0,50,89,74,66,13,17,30,25,23,4,0,69,55,69,61,31,7,24,19,24,21,11,2
E92000001,England,E12000003,Yorkshire and the Humber,E08000035,Leeds,383,567.7,11,74.5,65.5,12,25,20,4,32,5,4020,3,0,125.7,158.7,139.8,122.1,21.4,22,28,25,22,4,0,73.3,x,99.7,298.3,50.8,x,13,x,18,53,9,x,609,11,81,70,11,25,20,4,0,130,172,151,133,23,21,28,25,22,4,0,78,x,106,303,61,x,13,x,17,50,10,x
E92000001,England,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,812,169.1,11,34.8,25.5,15,0,0,0,4,2,980,2,0,30.6,55.1,47.7,32,3.6,18,33,28,19,2,0,63.8,31,20.4,36.7,14.2,3,38,18,12,22,8,2,178,11,35,26,15,0,0,0,0,32,58,51,33,4,18,33,29,19,2,0,66,33,22,39,15,3,37,19,12,22,8,2
E92000001,England,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,813,117.4,9,12.8,18.2,16,x,x,x,4,3,1040,3,0,33.1,32.5,28.1,18.9,4.7,28,28,24,16,4,0,45,32,25.1,15.3,0,0,38,27,21,13,0,0,125,8,14,19,15,x,x,x,0,34,36,29,20,6,27,29,23,16,5,0,47,33,29,16,0,0,38,26,23,13,0,0
E92000001,England,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,815,260,11,26,24,9,0,0,0,24.1,8,2390,4,0,25,63,74,78,20,10,24,28,30,8,0,32,53,66,74,28,7,12,20,25,28,11,3,287,10,29,26,9,0,0,0,0,26,71,81,85,24,9,25,28,30,8,0,34,57,74,85,30,7,12,20,26,30,10,2
E92000001,England,E12000003,Yorkshire and the Humber,E08000018,Rotherham,372,198.4,12,34.9,27.4,14,77,44,28,44,18,1970,4,0,43.2,65.3,37.6,41.9,10.4,22,33,19,21,5,0,67.3,46.4,41.6,29.7,6.4,7,34,23,21,15,3,4,209,11,36,29,14,78,44,27,0,45,68,40,44,12,22,33,19,21,6,0,70,47,45,32,7,8,33,22,22,15,3,4
E92000001,England,E12000003,Yorkshire and the Humber,E08000019,Sheffield,373,329.2,12,48.4,36,11,6.6,4,2,4,1,2560,3,0,56.6,81.8,90.2,84,16.6,17,25,27,26,5,0,83.3,57.2,89.2,57.1,21.1,21.3,25,17,27,17,6,6,377,11,54,39,10,7,4,2,0,58,97,104,95,23,15,26,28,25,6,0,88,62,103,73,25,26,23,16,27,19,7,7
E92000001,England,E12000003,Yorkshire and the Humber,E08000036,Wakefield,384,206.3,13,28.4,29.7,14,..,..,..,12.4,6,1570,3,0,38.6,42.9,63.1,54.3,7.4,19,21,31,26,4,0,42.6,48.8,48.3,52.2,14.3,0,21,24,23,25,7,0,218,12,27,28,13,7,4,3,0,40,47,66,56,9,18,22,30,26,4,0,45,50,52,56,15,0,21,23,24,26,7,0
E92000001,England,E12000003,Yorkshire and the Humber,E06000014,York,816,85.9,12,6,x,x,7,6,8,8,9,650,3,0,x,26.1,24.8,23.5,x,x,30,29,27,x,0,15.5,25.1,18.7,26.6,0,0,18,29,22,31,0,0,102,10,6,x,x,7,6,6,0,x,31,30,29,x,x,30,29,28,x,0,16,28,23,35,0,0,16,27,23,34,0,0
E92000001,England,E12000004,East Midlands,E06000015,Derby,831,110,22,11,9,8,19,..,15,23,17,1260,5,0,23,43,23,19,2,21,39,21,17,2,0,30,32,21,18,4,5,27,29,19,16,4,5,125,20,13,11,9,19,..,13,0,24,50,26,21,4,19,40,21,17,3,0,34,35,25,21,4,6,27,28,20,17,3,5
E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,830,205.8,23,54.2,32.8,16,11,6,5,58,22,1670,3,0,43.2,63.3,37.1,46,16.2,21,31,18,22,8,0,62.5,33.2,44.8,38.4,17.7,9.2,30,16,22,19,9,4,241,19,59,43,18,11,6,4,0,47,74,46,53,21,20,31,19,22,9,0,67,37,53,49,22,13,28,15,22,20,9,5
