Country_code,Country_name,Region_code,Region_name,LA_code (9 digit),LA_name,LA_code (3 digit),A1_FTE_ChildrensSocialWorkers_2015,CiNperCSW_FTE_2015,B1_FTE_Starters_2015,B2_FTE_Leavers_2015,B3_FTE_TurnoverRate_2015,D1_FTE_AgencyWorkers_2015,D1a_FTE_AgencyWorkers_2015,D2_FTE_AgencyWorkerRate_2015,A2_FTE_Vacancies_2015,A3_FTE_VacancyRate_2015,C1_FTE_Absence_2015,C2_FTE_AbsenceRate_2015,A1a_FTE_Number_ChildrensSocialWorkers_Age_data not available_2015,A1aa_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ab_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ac_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ad_FTE_Number_ChildrensSocialWorkers_Age_2015,A1ae_FTE_Number_ChildrensSocialWorkers_Age_2015,A1aa_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ab_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ac_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ad_FTE_Percentage_ChildrensSocialWorkers_Age_2015,A1ae_FTE_Percentage_ ChildrensSocialWorkers_Age_2015,A1b_FTE_Number_ChildrensSocialWorkers_Time in service_data not available_2015,A1ba_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bb_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bc_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bd_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1be_FTE_Number_ChildrensSocialWorkers_Time in service_2015,A1bf_FTE_Number_ChildrensSocialWorkers_Time in Service_2015,A1ba_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bb_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bc_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bd_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1be_FTE_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bf_FTE_Percentage_ChildrensSocialWorkers_Time in Service_2015,A1_Headcount_ChildrensSocialWorkers_2015,CiNperCSW_Headcount_2015,B1_Headcount_Starters_2015,B2_Headcount_Leavers_2015,B3_Headcount_TurnoverRate_2015,D1_Headcount_AgencyWorkers_2015,D1a_Headcount_AgencyWorkers_2015,D2_Headcount_AgencyWorkerRate_2015,A1a_Headcount_Number_ChildrensSocialWorkers_Age_data not available_2015,A1aa_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ab_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ac_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ad_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1ae_Headcount_Number_ChildrensSocialWorkers_Age_2015,A1aa_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ab_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ac_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ad_Headcount_Percentage_ChildrensSocialWorkers_Age_2015,A1ae_Headcount_Percentage_ ChildrensSocialWorkers_Age_2015,A1b_Headcount_Number_ChildrensSocialWorkers_Time in service_data not available_2015,A1ba_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bb_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bc_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bd_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1be_Headcount_Number_ChildrensSocialWorkers_Time in service_2015,A1bf_Headcount_Number_ChildrensSocialWorkers_Time in Service_2015,A1ba_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bb_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bc_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bd_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1be_Headcount_Percentage_ChildrensSocialWorkers_Time in service_2015,A1bf_Headcount_Percentage_ChildrensSocialWorkers_Time in Service_2015
E92000001,England,E12000006,East ,E10000029,Suffolk,935,311.3,11,31.1,35.5,11,20.4,14.5,6,27.7,8,2630,3,0,63.7,76.4,79.6,69.1,22.4,20,25,26,22,7,0,62.2,76.3,80.7,72.3,16.7,3.1,20,25,26,23,5,1,340,10,33,43,13,31,20,8,0,65,87,88,72,28,19,26,26,21,8,0,66,82,89,80,19,4,19,24,26,24,6,1
E92000001,England,E12000006,East ,E06000034,Thurrock,883,89,18,22,20,22,27,20,23,27,23,1110,5,0,9,29,33,15,3,10,33,37,17,3,0,35,10,17,16,11,0,39,11,19,18,12,0,89,18,22,20,22,27,20,23,0,9,29,33,15,3,10,33,37,17,3,0,35,10,17,16,11,0,39,11,19,18,12,0
E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,80,29,24,28,35,74,74,48,77,49,550,3,0,7,22,29,18,4,9,28,36,23,5,0,39,7,4,30,0,0,49,9,5,38,0,0,88,26,24,28,32,74,74,46,0,7,24,31,21,5,8,27,35,24,6,0,41,9,5,33,0,0,47,10,6,38,0,0
E92000001,England,E12000007,London,E09000003,Barnet,302,125,14,11,49.1,39,40,33.1,24,36.1,22,750,2,0,8,32,34,39,12,6,26,27,31,10,0,28,21.6,28.1,35.6,x,x,22,17,22,28,x,x,134,13,11,52,39,40,35,23,0,9,35,37,41,12,7,26,28,31,9,0,30,22,30,40,x,x,22,16,22,30,x,x
E92000001,England,E12000007,London,E09000004,Bexley,303,92.3,19,43.8,31,34,73,61,44,72,44,940,4,0,14.6,20.5,22.8,24,10.5,16,22,25,26,11,0,25,26.5,14.9,18.1,x,x,27,29,16,20,x,x,97,18,44,32,33,73,61,43,0,15,22,25,24,11,15,23,26,25,11,0,25,27,16,19,x,x,26,28,16,20,x,x
E92000001,England,E12000007,London,E09000005,Brent,304,129,15,40.9,14,11,72,63,36,67,34,220,1,0,20.8,46.7,32,23.7,5.8,16,36,25,18,5,0,67.7,25,21.3,10.3,x,x,52,19,16,8,x,x,132,14,41,14,11,72,63,35,0,21,49,32,24,6,16,37,24,18,5,0,68,26,22,11,x,x,52,20,17,8,x,x
E92000001,England,E12000007,London,E09000006,Bromley,305,143.7,16,30.8,24.8,17,31.9,31.9,18,31.9,18,900,2,0,12,34.6,38.1,45,14,8,24,27,31,10,0,25.4,34.9,40.6,35,x,x,18,24,28,24,x,x,150,15,31,25,17,33,33,18,0,12,36,41,47,14,8,24,27,31,9,0,26,35,43,38,x,x,17,23,29,25,x,x
E92000001,England,E12000007,London,E09000007,Camden,202,174.6,12,25.5,34.4,20,23.7,20.1,12,76.5,30,980,2,0,23,77.2,36.5,29.2,8.8,13,44,21,17,5,0,56.5,29.6,46.6,33,6.7,2.3,32,17,27,19,4,1,183,11,27,37,20,32,27,15,0,23,81,39,30,10,13,44,21,16,5,0,57,30,51,35,7,3,31,16,28,19,4,2
E92000001,England,E12000007,London,E09000001,City of London,201,5,7,3,x,x,3.8,0,43,0,0,20,2,0,x,x,x,0,x,x,x,x,0,x,0,x,x,x,0,0,0,x,x,x,0,0,0,5,7,3,x,x,4,0,44,0,x,x,x,0,x,x,x,x,0,x,0,x,x,x,0,0,0,x,x,x,0,0,0
E92000001,England,E12000007,London,E09000008,Croydon,306,184.5,20,37.8,20.2,11,90.9,52.8,33,60,25,830,2,0,24,54,47.5,51.6,7.5,13,29,26,28,4,0,69.3,45.5,35.7,26.8,x,x,38,25,19,15,x,x,188,20,38,21,11,92,53,33,0,24,55,48,53,8,13,29,26,28,4,0,70,46,36,27,x,x,37,24,19,14,x,x
E92000001,England,E12000007,London,E09000009,Ealing,307,156.4,19,31,45.9,29,84,84,35,99,39,1040,3,0,21,56.2,36.6,25.6,17,13,36,23,16,11,0,54.5,26.8,26.6,41.2,x,x,35,17,17,26,x,x,161,18,33,47,29,86,86,35,0,21,57,38,28,17,13,35,24,17,11,0,56,27,27,43,x,x,35,17,17,27,x,x
E92000001,England,E12000007,London,E09000010,Enfield,308,172.4,14,24.5,17.5,10,39,14,18,14,8,1150,3,0,25.8,55.1,31.6,51.5,8.5,15,32,18,30,5,0,59.3,24.8,33.6,44.4,x,x,34,14,19,26,x,x,182,13,25,19,10,39,14,18,0,27,58,33,55,9,15,32,18,30,5,0,63,25,35,47,x,x,35,14,19,26,x,x
E92000001,England,E12000007,London,E09000011,Greenwich,203,197,12,60.8,53,27,23.5,23.5,11,33,14,1500,3,0,23.9,69.5,44.8,53.6,5.3,12,35,23,27,3,0,79.5,28.4,28.8,45.3,10.5,4.5,40,14,15,23,5,2,205,12,61,54,26,24,24,10,0,24,73,47,55,6,12,36,23,27,3,0,80,30,31,48,11,5,39,15,15,23,5,2
E92000001,England,E12000007,London,E09000012,Hackney,204,147.7,19,28,16.6,11,53.4,40.4,27,47.5,24,490,1,0,30.3,71.2,28.4,x,x,21,48,19,x,x,0,45,46.4,39,10.3,x,x,30,31,26,7,x,x,153,19,28,18,12,54,41,26,0,31,75,29,x,x,20,49,19,x,x,0,45,48,42,11,x,x,29,31,27,7,x,x
E92000001,England,E12000007,London,E09000013,Hammersmith and Fulham,205,132,12,22,14,11,18,16,12,16,11,540,2,0,17,47.4,35.6,28.6,3,13,36,27,22,2,0,38,27.8,25.7,22.1,x,x,29,21,19,17,x,x,137,11,22,16,12,18,16,12,0,17,51,36,30,3,12,37,26,22,2,0,38,28,29,23,x,x,28,20,21,17,x,x
E92000001,England,E12000007,London,E09000014,Haringey,309,157.4,15,19.8,44.7,28,69,33.8,30,65,29,1160,3,0,12,39.8,40.6,52.7,12.3,8,25,26,34,8,0,28.6,46.8,35.3,35.7,8,3,18,30,22,23,5,2,163,15,20,47,29,80,37,33,0,12,41,42,54,14,7,25,26,33,9,0,29,47,38,38,8,3,18,29,23,23,5,2
E92000001,England,E12000007,London,E09000015,Harrow,310,103.5,15,33.9,23.9,23,49,38,32,38,27,700,3,0,13,33.2,21.3,29.7,6.4,13,32,21,29,6,0,45,26.6,x,17.9,x,0,44,26,x,17,x,0,109,15,36,26,24,49,38,31,0,13,34,24,31,7,12,31,22,28,6,0,48,28,x,19,x,0,44,26,x,17,x,0
E92000001,England,E12000007,London,E09000016,Havering,311,49.6,34,14,14.1,28,42,34,46,34,41,600,5,0,11,15,17.6,x,x,22,30,35,x,x,0,24,9.6,11,x,x,0,48,19,22,x,x,0,50,33,14,15,30,42,34,46,0,11,15,18,x,x,22,30,36,x,x,0,24,10,11,x,x,0,48,20,22,x,x,0
E92000001,England,E12000007,London,E09000017,Hillingdon,312,79.3,27,13.8,39.3,50,68,68,46,93.2,54,400,2,0,7.8,24.8,20.1,20.5,6,10,31,25,26,8,0,29.3,21.9,10.9,10.7,x,x,37,28,14,13,x,x,83,26,14,40,48,68,68,45,0,8,25,22,21,7,10,30,27,25,8,0,30,23,12,11,x,x,36,28,14,13,x,x
E92000001,England,E12000007,London,E09000018,Hounslow,313,139.2,12,29,27.5,20,17.3,17.3,11,35,20,440,1,0,30,54.5,23.8,22.2,8.7,22,39,17,16,6,0,62.3,35.5,24.8,11.1,x,x,45,26,18,8,x,x,143,12,29,29,20,18,18,11,0,30,55,25,23,10,21,38,17,16,7,0,63,36,26,12,x,x,44,25,18,8,x,x
E92000001,England,E12000007,London,E09000019,Islington,206,194.4,11,48,21.5,11,26,18.5,12,31,14,660,1,0,27,68.1,59.5,35.3,4.5,14,35,31,18,2,0,101,22.5,36.7,25.5,6.6,2.1,52,12,19,13,3,1,204,10,48,22,11,26,19,11,0,27,70,62,38,7,13,34,30,19,3,0,104,24,38,27,7,4,51,12,19,13,3,2
E92000001,England,E12000007,London,E09000020,Kensington and Chelsea,207,154,7,20,22,14,5,5,3,5,3,570,1,0,24.5,57.7,41.9,25.7,4.7,16,37,27,17,3,0,44.6,22.2,30.9,37.7,12.3,6.7,29,14,20,25,8,4,168,6,21,23,14,5,5,3,0,25,60,48,29,6,15,36,29,17,4,0,46,23,34,43,14,8,27,14,20,26,8,5
E92000001,England,E12000007,London,E09000021,Kingston upon Thames,314,67.6,13,13,9.8,14,8,6,11,11,14,590,3,0,14.5,22.6,12.1,14.9,3.5,21,33,18,22,5,0,67.6,0,0,0,0,0,100,0,0,0,0,0,71,13,13,11,15,8,6,10,0,15,23,13,15,5,21,32,18,21,7,0,71,0,0,0,0,0,100,0,0,0,0,0
E92000001,England,E12000007,London,E09000022,Lambeth,208,185.2,18,14,36.9,20,90.1,85.1,33,89,32,3050,7,0,19,33.6,51.6,72.4,8.5,10,18,28,39,5,0,33.6,38.1,42.6,47.5,16.4,7,18,21,23,26,9,4,191,18,14,38,20,97,89,34,0,19,35,54,74,9,10,18,28,39,5,0,34,39,44,49,18,7,18,20,23,26,9,4
E92000001,England,E12000007,London,E09000023,Lewisham,209,159.7,17,31.8,39,24,39.8,28.8,20,46,22,720,2,0,34.5,46.5,36.3,35.9,6.5,22,29,23,22,4,0,59.9,29.4,29.3,32.4,4.7,4,38,18,18,20,3,3,169,16,32,40,24,40,29,19,0,35,48,38,40,8,21,28,22,24,5,0,61,31,32,36,5,4,36,18,19,21,3,2
E92000001,England,E12000007,London,E09000024,Merton,315,101.6,15,33.8,26.5,26,44.2,21.6,30,25,20,490,2,0,19,28.6,23.2,24.1,6.8,19,28,23,24,7,0,38.8,33.8,17.4,11.7,0,0,38,33,17,11,0,0,109,14,35,28,26,45,22,29,0,19,31,25,27,7,17,28,23,25,6,0,40,36,20,13,0,0,37,33,18,12,0,0
E92000001,England,E12000007,London,E09000025,Newham,316,164.1,25,37,35.5,22,51,49,24,49,23,1510,4,0,20,54.3,37.4,47.4,5,12,33,23,29,3,0,69.7,28.5,22.5,31.5,x,x,42,17,14,19,x,x,169,24,37,36,21,51,49,23,0,20,56,38,50,5,12,33,22,30,3,0,71,29,24,32,x,x,42,17,14,19,x,x
E92000001,England,E12000007,London,E09000026,Redbridge,317,130,19,28.5,33,25,43,43,25,43,25,880,3,0,23.5,38.3,31.1,25,12.1,18,29,24,19,9,0,52.7,29.1,18.8,21.5,x,x,40,22,14,17,x,x,138,18,29,34,25,43,43,24,0,24,40,33,28,13,17,29,24,20,9,0,56,31,20,23,x,x,41,22,14,17,x,x
E92000001,England,E12000007,London,E09000027,Richmond upon Thames,318,59,15,17,11,19,12,5,17,8,12,310,2,0,14.5,28,10,x,x,25,47,17,x,x,0,59,0,0,0,0,0,100,0,0,0,0,0,62,14,17,12,19,12,5,16,0,15,29,11,x,x,24,47,18,x,x,0,62,0,0,0,0,0,100,0,0,0,0,0
E92000001,England,E12000007,London,E09000028,Southwark,210,222,15,24,42,19,62,53,22,53,19,2150,4,222,..,..,..,..,..,..,..,..,..,..,222,..,..,..,..,..,..,..,..,..,..,..,..,248,13,24,42,17,62,53,20,0,25,68,74,61,20,10,27,30,25,8,0,97,38,44,52,13,4,39,15,18,21,5,2
E92000001,England,E12000007,London,E09000029,Sutton,319,92.9,21,29,23,25,67,67,42,67,42,600,3,0,18.5,21.6,22.8,23,7,20,23,24,25,8,0,47.4,9.8,17.7,13,x,x,51,11,19,14,x,x,99,20,29,23,23,67,67,40,0,19,24,25,24,7,19,24,25,24,7,0,48,10,22,14,x,x,48,10,22,14,x,x
E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,265.6,9,35.5,42.5,16,41.2,34.2,13,63.4,19,1170,2,0,38.5,73.7,77.6,54.7,21.1,14,28,29,21,8,0,60.1,53.7,78,73.8,0,0,23,20,29,28,0,0,282,9,37,46,16,44,37,13,0,39,81,81,57,24,14,29,29,20,9,0,62,55,86,79,0,0,22,20,30,28,0,0
E92000001,England,E12000007,London,E09000031,Waltham Forest,320,95.9,32,29,22.6,24,50,50,34,45.5,32,410,2,0,10,30,28.5,21.4,6,10,31,30,22,6,0,37,x,23,13.3,13.6,x,39,x,24,14,14,x,102,30,29,24,24,50,50,33,0,10,32,30,23,7,10,31,29,23,7,0,37,x,26,15,15,x,36,x,25,15,15,x
E92000001,England,E12000007,London,E09000032,Wandsworth,212,158,12,29.8,36.4,23,30.3,23.7,16,37.7,19,730,2,0,19,55,36.8,40,7.2,12,35,23,25,5,0,45.9,27.1,41.2,29.8,11,3,29,17,26,19,7,2,165,11,30,41,25,33,26,17,0,19,58,40,40,8,12,35,24,24,5,0,47,29,44,31,11,3,28,18,27,19,7,2
E92000001,England,E12000007,London,E09000033,Westminster,213,148.9,14,35.4,24.4,16,10,5,6,10,6,720,2,0,21.4,53.9,33.6,32.5,7.5,14,36,23,22,5,0,57.2,22.5,21.6,31.3,13.8,2.5,38,15,15,21,9,2,156,14,37,26,17,10,5,6,0,22,56,35,34,9,14,36,22,22,6,0,59,23,23,32,16,3,38,15,15,21,10,2
E92000001,England,E12000008,South East,E06000036,Bracknell Forest,867,52.1,14,9.8,8,15,10.8,8,17,8,13,390,3,0,x,12.2,16.7,12.4,x,x,23,32,24,x,0,17.2,15.3,x,11,x,0,33,29,x,21,x,0,55,14,10,8,15,12,8,18,0,x,13,18,13,x,x,24,33,24,x,0,18,16,x,11,x,0,33,29,x,20,x,0
E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,201.8,12,20.2,30.6,15,31.8,13.8,14,12,6,1560,3,0,31.2,59.2,59.9,42.3,9.2,15,29,30,21,5,0,73.7,30.8,40.9,44.8,x,x,37,15,20,22,x,x,225,11,21,36,16,32,14,12,0,32,67,69,44,13,14,30,31,20,6,0,77,33,48,54,x,x,34,15,21,24,x,x
E92000001,England,E12000008,South East,E10000002,Buckinghamshire,825,208.1,13,37.1,28.1,14,46.5,37.6,18,103.8,33,1370,3,0,27.5,67.2,45.1,56,12.3,13,32,22,27,6,0,127.8,47.4,24.6,8.3,0,0,61,23,12,4,0,0,222,12,38,31,14,59,41,21,0,28,73,47,59,15,13,33,21,27,7,0,135,51,27,9,0,0,61,23,12,4,0,0
E92000001,England,E12000008,South East,E10000011,East Sussex,845,305.4,11,19,35.8,12,0,0,0,7.5,2,3200,4,0,43.3,83.9,73.1,87.1,18.1,14,27,24,29,6,0,54.1,66.9,69.2,69.5,36,9.7,18,22,23,23,12,3,332,10,21,40,12,0,0,0,0,47,92,81,91,21,14,28,24,27,6,0,57,73,77,77,38,10,17,22,23,23,11,3
E92000001,England,E12000008,South East,E10000014,Hampshire,850,388.9,20,51.4,68.6,18,59.5,51,13,60,13,4050,4,0,68.3,114.5,91,88.8,26.4,18,29,23,23,7,0,107,63.9,218,0,0,0,28,16,56,0,0,0,417,19,52,76,18,61,51,13,0,70,124,97,96,30,17,30,23,23,7,0,110,68,239,0,0,0,26,16,57,0,0,0
E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,74,15,11.5,12.8,17,6,6,8,8,10,360,2,0,11.6,15.6,20.6,23.2,3,16,21,28,31,4,0,25.5,17.6,11.3,15.6,x,x,34,24,15,21,x,x,77,14,12,13,17,6,6,7,0,12,16,22,24,3,16,21,29,31,4,0,26,18,13,16,x,x,34,23,17,21,x,x
E92000001,England,E12000008,South East,E10000016,Kent,886,513.1,18,74.8,71,14,90.4,90.4,15,127,20,2960,2,0,100.7,137.5,135,114.1,25.9,20,27,26,22,5,0,141.3,107.9,99,114.2,44.1,6.7,28,21,19,22,9,1,552,17,78,77,14,91,91,14,0,103,149,144,122,34,19,27,26,22,6,0,144,116,108,125,52,7,26,21,20,23,9,1
E92000001,England,E12000008,South East,E06000035,Medway,887,144,18,35.7,27.1,19,80.1,72.1,36,84.8,37,1200,3,0,26.4,41.1,29.6,35.6,11.2,18,29,21,25,8,0,50,26,29.6,23.8,10.6,4,35,18,21,17,7,3,151,17,36,28,19,81,73,35,0,27,44,31,37,12,18,29,21,25,8,0,50,27,34,25,11,4,33,18,23,17,7,3
E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,120.5,13,18.2,22.9,19,15,11,11,32,21,1130,4,0,15,32.8,32.8,35.5,4.4,12,27,27,29,4,0,27,19.7,29.7,33.1,8.4,2.7,22,16,25,27,7,2,126,13,22,24,19,15,11,11,0,15,35,34,37,5,12,28,27,29,4,0,27,22,30,35,9,3,21,17,24,28,7,2
E92000001,England,E12000008,South East,E10000025,Oxfordshire,931,283.6,14,43.8,39.7,14,35,35,11,44,13,2290,3,0,45.2,61,70.8,82.3,24.4,16,22,25,29,9,0,50.5,65.7,42.1,82,36.7,6.7,18,23,15,29,13,2,346,11,51,50,14,35,35,9,0,50,79,89,97,31,14,23,26,28,9,0,59,80,53,98,48,8,17,23,15,28,14,2
E92000001,England,E12000008,South East,E06000044,Portsmouth,851,167.8,9,29.6,23,14,x,x,x,5,3,1530,4,0,47.4,34.8,37.4,41.4,6.9,28,21,22,25,4,0,56.6,22.9,34.9,33.7,13.6,6,34,14,21,20,8,4,178,8,30,25,14,x,x,x,0,49,37,41,43,8,28,21,23,24,4,0,58,26,37,37,14,6,33,15,21,21,8,3
E92000001,England,E12000008,South East,E06000038,Reading,870,94.9,15,9.9,17.1,18,37.5,22,28,22,19,1350,6,0,12.9,21.2,24.6,33.2,3,14,22,26,35,3,0,18.5,21.4,20.3,22.5,10,2.2,19,23,21,24,11,2,103,14,11,20,19,40,25,28,0,14,22,29,35,3,14,21,28,34,3,0,20,22,22,26,10,3,19,21,21,25,10,3
E92000001,England,E12000008,South East,E06000039,Slough,871,77.3,19,23.4,10.8,14,54,40,41,42,35,650,3,0,x,21.1,27.6,16.4,x,x,27,36,21,x,0,40.1,18.1,x,14.5,x,0,52,23,x,19,x,0,81,18,24,12,15,54,40,40,0,x,22,29,17,x,x,27,36,21,x,0,41,19,x,16,x,0,51,23,x,20,x,0
E92000001,England,E12000008,South East,E06000045,Southampton,852,164.2,8,47,62,38,59.8,34.2,27,41.9,20,1460,4,0,28.8,38.8,48.8,41.6,6.3,18,24,30,25,4,0,28.6,31.1,17.6,57.4,19.4,10.1,17,19,11,35,12,6,177,8,47,62,35,60,35,25,0,30,43,53,44,7,17,24,30,25,4,0,30,32,20,62,21,12,17,18,11,35,12,7
E92000001,England,E12000008,South East,E10000030,Surrey,936,437.8,13,62.6,67.3,15,86,86,16,141,24,3870,3,0,53,135.9,96.6,126.6,25.7,12,31,22,29,6,0,95.8,103.8,94.7,104,28,11.5,22,24,22,24,6,3,483,12,66,74,15,86,86,15,0,53,153,110,136,31,11,32,23,28,6,0,100,113,105,120,32,13,21,23,22,25,7,3
E92000001,England,E12000008,South East,E06000037,West Berkshire,869,72.4,13,22.4,10.4,14,26,12.7,26,17.1,19,500,3,0,9,21.3,20.5,18.5,3,12,29,28,26,4,0,32.2,5.4,20.6,11.2,2.9,0,45,7,28,15,4,0,76,13,25,12,16,27,13,26,0,9,24,21,19,3,12,32,28,25,4,0,33,6,22,12,3,0,43,8,29,16,4,0
E92000001,England,E12000008,South East,E10000032,West Sussex,938,375.4,13,61.1,51.6,14,79,67,17,102.3,21,2120,2,0,53.2,84,100.8,101.8,35.5,14,22,27,27,9,0,81.7,70.8,96.6,90,25.9,10.3,22,19,26,24,7,3,407,12,64,58,14,79,67,16,0,54,94,109,109,41,13,23,27,27,10,0,84,75,106,103,27,12,21,18,26,25,7,3
E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,868,54.3,15,5,14.8,27,11,11,17,25,32,510,4,0,11.5,18.1,12,9.8,3,21,33,22,18,6,0,31.9,11,6,x,x,x,59,20,11,x,x,x,58,15,5,15,26,11,11,16,0,12,19,13,11,3,21,33,22,19,5,0,34,12,6,3,x,x,59,21,10,5,x,x
E92000001,England,E12000008,South East,E06000041,Wokingham,872,57.6,9,24.1,17,30,17,17,23,19.5,25,400,3,0,9.6,17.6,11.2,15.1,4,17,31,20,26,7,0,28.4,10.3,3.6,8.6,6.6,0,49,18,6,15,11,0,61,9,25,17,28,17,17,22,0,10,19,12,16,4,16,31,20,26,7,0,29,12,4,9,7,0,48,20,7,15,11,0
E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,800,73.1,22,28,23.3,32,8.1,8.1,10,11,13,580,3,0,9.8,26.8,12,15.4,9.1,13,37,16,21,12,0,42.6,21.1,4.8,4.5,0,0,58,29,7,6,0,0,83,20,33,26,31,9,9,10,0,10,28,14,19,12,12,34,17,23,14,0,48,24,5,6,0,0,58,29,6,7,0,0
E92000001,England,E12000009,South West,E06000028,Bournemouth,837,135.6,10,69.2,21.9,16,11,11,8,20.4,13,1130,3,0,20,44.6,30.9,31.3,8.7,15,33,23,23,6,0,53.3,29,26,20.6,x,x,39,21,19,15,x,x,145,9,74,25,17,11,11,7,0,20,49,33,34,9,14,34,23,23,6,0,56,31,28,22,x,x,39,21,19,15,x,x
E92000001,England,E12000009,South West,E06000023,"Bristol, City of",801,173.7,18,21.4,40.1,23,2.4,2.4,1,34.2,16,1610,4,0,27.8,60.9,36.1,40.1,8.8,16,35,21,23,5,0,44.5,45,36.1,30.2,15.2,2.7,26,26,21,17,9,2,215,15,30,57,27,3,3,1,0,32,79,44,48,12,15,37,20,22,6,0,56,53,48,39,16,3,26,25,22,18,7,1
E92000001,England,E12000009,South West,E06000052,Cornwall,908,222.4,14,16.2,22.6,10,26.6,18.6,11,44.8,17,1740,3,0,17.8,41.4,58.4,79.5,25.3,8,19,26,36,11,0,37,44.6,32.6,81.6,21.8,4.9,17,20,15,37,10,2,240,13,18,25,10,27,19,10,0,18,45,63,84,30,8,19,26,35,13,0,39,46,36,88,25,6,16,19,15,37,10,3
E92000001,England,E12000009,South West,E10000008,Devon,878,340.9,17,66.3,46.2,14,76.6,55.6,18,89.4,21,3150,4,0,38.2,95.4,85.7,97.6,24,11,28,25,29,7,0,104.1,64.5,59,76.5,32,4.8,31,19,17,22,9,1,372,15,81,68,18,82,61,18,0,39,106,94,106,27,10,28,25,28,7,0,107,72,68,84,36,5,29,19,18,23,10,1
E92000001,England,E12000009,South West,E10000009,Dorset,835,180.9,15,13.4,28.9,16,30,17,14,43.8,19,2290,5,0,16.2,31.7,49.2,64,19.7,9,18,27,35,11,0,30.3,18.5,34.9,56.2,33.6,7.4,17,10,19,31,19,4,205,13,16,37,18,30,17,13,0,17,38,55,68,27,8,19,27,33,13,0,34,20,41,63,37,10,17,10,20,31,18,5
E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,284,11,55.9,33.9,12,30,9.5,10,9.5,3,2450,3,0,55.3,72,74.8,62.8,19.1,19,25,26,22,7,0,82.7,64.1,66.4,52.7,15.1,3,29,23,23,19,5,1,318,10,62,38,12,30,10,9,0,57,81,87,71,22,18,25,27,22,7,0,89,72,74,63,17,3,28,23,23,20,5,1
E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
E92000001,England,E12000009,South West,E06000024,North Somerset,802,82.2,16,8.7,26.1,32,25.9,13.1,24,22.8,22,1590,8,0,14.6,23.6,18.3,21,4.7,18,29,22,26,6,0,22.4,20.5,13.3,18,x,x,27,25,16,22,x,x,93,14,10,29,31,30,15,24,0,15,26,22,24,6,16,28,24,26,6,0,25,22,15,21,x,x,27,24,16,23,x,x
E92000001,England,E12000009,South West,E06000026,Plymouth,879,176.8,11,23.1,21,12,13.3,10.2,7,12,6,1040,2,0,23.4,42.4,39.1,58.3,13.6,13,24,22,33,8,0,42.9,35.8,35,39.2,19.9,4,24,20,20,22,11,2,185,10,24,21,11,18,11,9,0,24,45,41,59,16,13,24,22,32,9,0,43,37,38,41,22,4,23,20,21,22,12,2
